eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,937,constricted,2,645,547,31.93,0.649,-20.452,-0.0325,-0.2325,0.9721,-30.918,2.956,-21.481,0.0048,-0.2354,0.9719,652.56,561.69,622.89,419.29,671.9,425.96,0.8322571833053308
SMI ETG,937,constricted,2,645,547,31.93,0.649,-20.452,-0.0343,-0.2329,0.9719,-30.918,2.956,-21.481,0.0046,-0.2331,0.9724,653.73,560.97,625.02,419.76,672.21,423.19,0.8299670078823387
SMI ETG,938,constricted,2,645,547,31.93,0.649,-20.452,-0.0341,-0.2298,0.9726,-30.918,2.956,-21.481,0.0056,-0.2323,0.9726,652.99,558.91,624.72,416.08,670.97,422.2,0.7226967609122777
SMI ETG,939,constricted,2,645,547,31.93,0.649,-20.452,-0.035,-0.2275,0.9732,-30.918,2.957,-21.481,0.004,-0.2307,0.973,654.44,556.39,625.77,413.3,672.86,420.3,0.6712493991274863
SMI ETG,940,constricted,2,645,547,31.93,0.649,-20.452,-0.0342,-0.2246,0.9738,-30.918,2.957,-21.481,0.0047,-0.2289,0.9734,653.58,553.65,624.82,409.89,672.04,418.18,0.5474645807427333
SMI ETG,941,constricted,2,645,547,31.93,0.649,-20.452,-0.0355,-0.2265,0.9734,-30.918,2.957,-21.482,0.0047,-0.2276,0.9737,654.34,554.28,626.4,412.04,672.05,416.68,0.5971977379690587
SMI ETG,942,constricted,2,645,547,31.93,0.649,-20.452,-0.0372,-0.2225,0.9742,-30.918,2.957,-21.482,0.0045,-0.2277,0.9737,655.45,552.51,628.31,407.31,672.35,416.74,0.5960014147671382
SMI ETG,942,constricted,2,645,547,31.93,0.649,-20.452,-0.0368,-0.2262,0.9734,-30.918,2.957,-21.482,0.0051,-0.2276,0.9737,654.88,554.61,627.93,411.73,671.62,416.64,0.6289093027885109
SMI ETG,943,constricted,2,645,546,31.93,0.649,-20.452,-0.037,-0.2247,0.9737,-30.918,2.958,-21.482,0.0064,-0.2257,0.9742,654.25,553.1,628.15,410.01,670.1,414.43,0.5881141471335547
SMI ETG,944,constricted,2,645,546,31.93,0.649,-20.452,-0.0384,-0.2248,0.9737,-30.918,2.958,-21.482,0.006,-0.2257,0.9742,655.22,553.4,629.74,410.02,670.49,414.41,0.6363983208054563
SMI ETG,945,constricted,2,645,546,31.93,0.649,-20.452,-0.0387,-0.2193,0.9749,-30.918,2.958,-21.482,0.005,-0.2261,0.9741,655.97,550.41,630.03,403.51,671.67,414.85,0.5966526483077044
SMI ETG,945,constricted,2,645,546,31.93,0.649,-20.452,-0.038,-0.2108,0.9768,-30.918,2.958,-21.483,0.0055,-0.2247,0.9744,655.31,545.44,629.12,393.43,671.15,413.22,0.5213936634323831
SMI ETG,946,constricted,2,645,546,31.93,0.649,-20.452,-0.0394,-0.2065,0.9777,-30.918,2.958,-21.483,0.0045,-0.2252,0.9743,656.7,544.28,630.72,388.3,672.32,413.75,0.597195945033495
SMI ETG,947,constricted,2,645,546,31.93,0.649,-20.452,-0.0359,-0.2158,0.9758,-30.918,2.958,-21.483,0.0049,-0.2256,0.9742,654.46,547.49,626.7,399.36,671.89,414.25,0.48348977977778834
SMI ETG,947,constricted,2,645,546,31.93,0.649,-20.452,-0.0389,-0.2097,0.977,-30.918,2.959,-21.483,0.006,-0.2239,0.9746,655.57,544.78,630.21,392.15,670.58,412.29,0.5373186863191856
SMI ETG,948,constricted,2,645,546,31.93,0.649,-20.452,-0.0367,-0.21,0.977,-30.918,2.959,-21.483,0.0061,-0.2253,0.9743,654.15,545.34,627.51,392.44,670.38,413.85,0.4632589282821288
SMI ETG,949,constricted,2,645,546,31.93,0.649,-20.452,-0.0373,-0.2077,0.9775,-30.918,2.959,-21.483,0.0058,-0.2236,0.9747,654.71,543.23,628.28,389.81,670.74,411.85,0.5099275734644112
SMI ETG,950,constricted,2,645,547,31.93,0.649,-20.452,-0.0367,-0.2157,0.9758,-30.918,2.959,-21.483,0.006,-0.2261,0.9741,654.27,548.38,627.69,399.27,670.52,414.82,0.4731477457390034
SMI ETG,951,constricted,2,645,547,31.93,0.649,-20.452,-0.0341,-0.2251,0.9738,-30.918,2.959,-21.484,0.005,-0.2265,0.974,653.37,552.43,624.69,410.38,671.77,415.37,0.5032789909958931
SMI ETG,952,constricted,2,645,547,31.93,0.649,-20.452,-0.035,-0.2159,0.9758,-30.918,2.96,-21.484,0.0051,-0.2278,0.9737,653.79,549.03,625.59,399.54,671.61,416.9,0.45538857227104773
SMI ETG,953,constricted,2,645,546,31.93,0.649,-20.452,-0.0361,-0.2211,0.9746,-30.918,2.96,-21.484,0.0058,-0.2271,0.9739,654.04,551.5,627.02,405.63,670.75,416.1,0.5338374000845515
SMI ETG,953,constricted,2,645,546,31.93,0.649,-20.452,-0.0334,-0.2259,0.9736,-30.918,2.96,-21.484,0.0057,-0.2269,0.9739,652.5,553.19,623.85,411.41,670.84,415.84,0.5239160790475231
SMI ETG,954,constricted,2,645,546,31.93,0.649,-20.452,-0.0355,-0.2248,0.9738,-30.918,2.96,-21.484,0.0056,-0.2275,0.9738,653.84,553.47,626.36,410.06,671.05,416.49,0.5836590394079006
SMI ETG,1507,constricted,4,647,546,31.914,0.712,-20.512,-0.0343,-0.2287,0.9729,-30.92,3.104,-21.57,0.0062,-0.2294,0.9733,652.8,556.68,625.0,414.64,670.31,418.72,0.6124128949898399
SMI ETG,1508,constricted,4,647,546,31.914,0.712,-20.512,-0.0355,-0.2278,0.9731,-30.92,3.104,-21.57,0.0049,-0.2288,0.9735,654.23,555.72,626.36,413.56,671.88,417.97,0.6105767456222506
SMI ETG,1509,constricted,4,646,546,31.914,0.712,-20.512,-0.0341,-0.2277,0.9731,-30.92,3.104,-21.57,0.0047,-0.2284,0.9736,653.56,555.0,624.8,413.49,672.06,417.51,0.5925186502957477
SMI ETG,1510,constricted,4,646,545,31.914,0.712,-20.512,-0.0332,-0.2293,0.9728,-30.92,3.104,-21.57,0.0052,-0.2283,0.9736,652.73,555.77,623.7,415.4,671.47,417.35,0.640077343362603
SMI ETG,1511,constricted,4,646,545,31.914,0.712,-20.512,-0.0336,-0.2289,0.9729,-30.92,3.105,-21.571,0.0054,-0.2299,0.9732,652.87,556.63,624.18,414.92,671.27,419.26,0.68073170502715
SMI ETG,1512,constricted,4,646,545,31.914,0.712,-20.512,-0.0341,-0.2273,0.9732,-30.92,3.105,-21.571,0.0062,-0.2307,0.973,652.67,556.63,624.76,413.04,670.26,420.21,0.6756517253622502
SMI ETG,1513,constricted,4,646,546,31.914,0.712,-20.512,-0.0339,-0.2274,0.9732,-30.92,3.105,-21.571,0.0061,-0.2296,0.9733,652.64,555.85,624.52,413.07,670.45,418.91,0.5987111889950246
SMI ETG,1513,constricted,4,646,546,31.914,0.712,-20.512,-0.0336,-0.2301,0.9726,-30.92,3.105,-21.571,0.0059,-0.2312,0.9729,652.56,558.3,624.18,416.38,670.64,420.82,0.7023944155535173
SMI ETG,1514,constricted,4,646,546,31.914,0.712,-20.512,-0.0333,-0.2287,0.9729,-30.92,3.105,-21.571,0.0042,-0.2308,0.973,653.37,556.62,623.86,414.63,672.61,420.34,0.651496423446603
SMI ETG,1515,constricted,4,646,546,31.914,0.712,-20.512,-0.0337,-0.227,0.9733,-30.92,3.105,-21.571,0.0052,-0.2291,0.9734,653.04,555.05,624.32,412.71,671.47,418.3,0.5779628239350274
SMI ETG,1515,constricted,4,646,546,31.914,0.712,-20.512,-0.0331,-0.2284,0.973,-30.92,3.106,-21.571,0.0037,-0.2294,0.9733,653.55,555.37,623.61,414.29,673.23,418.66,0.6065708118955909
SMI ETG,1516,constricted,4,646,546,31.914,0.712,-20.512,-0.0334,-0.2298,0.9727,-30.92,3.106,-21.571,0.0057,-0.2301,0.9731,652.56,557.37,623.91,416.04,670.9,419.56,0.6614763814597729
SMI ETG,1517,constricted,4,646,545,31.914,0.712,-20.512,-0.0326,-0.2288,0.9729,-30.92,3.106,-21.572,0.0055,-0.2293,0.9733,652.23,555.98,623.01,414.84,671.13,418.57,0.636233029557672
SMI ETG,1517,constricted,4,646,545,31.914,0.712,-20.512,-0.0327,-0.2255,0.9737,-30.92,3.106,-21.572,0.0068,-0.2302,0.9731,651.54,555.12,623.11,410.89,669.58,419.69,0.5814636891354249
SMI ETG,1518,constricted,4,646,545,31.914,0.712,-20.512,-0.0331,-0.2254,0.9737,-30.92,3.106,-21.572,0.007,-0.2302,0.9731,651.64,555.18,623.54,410.73,669.36,419.62,0.5865448375238826
SMI ETG,1519,constricted,4,645,545,31.914,0.712,-20.512,-0.0314,-0.2258,0.9737,-30.92,3.107,-21.572,0.007,-0.2305,0.9731,650.65,555.07,621.52,411.17,669.37,419.99,0.5819733884038208
SMI ETG,1520,constricted,4,645,545,31.914,0.712,-20.512,-0.032,-0.2255,0.9737,-30.92,3.107,-21.572,0.0063,-0.2304,0.9731,651.4,554.82,622.22,410.86,670.19,419.86,0.5908334954199193
SMI ETG,1521,constricted,4,645,545,31.914,0.712,-20.512,-0.0314,-0.2265,0.9735,-30.92,3.107,-21.572,0.0063,-0.229,0.9734,651.05,554.25,621.5,412.01,670.21,418.18,0.5571508888635921
SMI ETG,1522,constricted,4,645,545,31.914,0.712,-20.512,-0.0313,-0.2282,0.9731,-30.92,3.107,-21.572,0.0062,-0.2296,0.9733,651.03,555.64,621.41,414.13,670.28,418.98,0.6163874317385181
SMI ETG,1523,constricted,4,645,545,31.914,0.712,-20.512,-0.0327,-0.2267,0.9734,-30.92,3.107,-21.573,0.0068,-0.2292,0.9734,651.52,555.09,623.07,412.35,669.61,418.42,0.6055299459129009
SMI ETG,1523,constricted,4,645,545,31.914,0.712,-20.512,-0.0335,-0.2259,0.9736,-30.92,3.107,-21.573,0.0065,-0.2288,0.9735,652.16,554.55,624.05,411.37,669.93,417.94,0.6017093158065105
SMI ETG,1524,constricted,4,645,545,31.914,0.712,-20.512,-0.033,-0.2248,0.9738,-30.92,3.108,-21.573,0.0072,-0.2301,0.9732,651.48,554.82,623.41,410.05,669.16,419.47,0.5930491040173891
SMI ETG,1525,constricted,4,645,545,31.914,0.712,-20.512,-0.0326,-0.2267,0.9734,-30.92,3.108,-21.573,0.0086,-0.2274,0.9738,650.4,554.49,622.99,412.25,667.41,416.26,0.5503461575994639
SMI ETG,1526,constricted,4,645,545,31.914,0.712,-20.512,-0.0322,-0.228,0.9731,-30.92,3.108,-21.573,0.0095,-0.2282,0.9736,649.67,555.95,622.56,413.87,666.37,417.26,0.5998983310114635
SMI ETG,1526,constricted,4,645,545,31.914,0.712,-20.512,-0.0322,-0.2274,0.9733,-30.92,3.108,-21.573,0.0096,-0.2273,0.9738,649.63,555.09,622.53,413.16,666.33,416.23,0.5594894540202866
SMI ETG,1527,constricted,4,645,545,31.914,0.712,-20.512,-0.0322,-0.2287,0.973,-30.92,3.108,-21.573,0.0096,-0.2267,0.9739,649.6,555.55,622.49,414.7,666.32,415.52,0.5800090810828133
SMI ETG,1528,constricted,4,644,545,31.914,0.712,-20.512,-0.0312,-0.2281,0.9731,-30.92,3.108,-21.573,0.0102,-0.228,0.9736,648.7,555.81,621.38,413.99,665.57,417.05,0.5940403626334378
SMI ETG,1529,constricted,4,644,545,31.914,0.712,-20.512,-0.0319,-0.2309,0.9725,-30.92,3.109,-21.574,0.0094,-0.2266,0.9739,649.51,556.76,622.14,417.28,666.51,415.38,0.6544599554316964
SMI ETG,1530,constricted,4,641,548,31.914,0.712,-20.512,-0.0333,-0.2285,0.973,-30.92,3.109,-21.574,0.0095,-0.2281,0.9736,650.26,556.54,623.78,414.46,666.37,417.19,0.6351628671847176
SMI ETG,1530,constricted,4,641,548,31.914,0.712,-20.512,-0.0321,-0.2301,0.9726,-30.92,3.109,-21.574,0.0101,-0.2291,0.9734,649.24,557.89,622.41,416.36,665.65,418.32,0.6488829132740345
SMI ETG,1531,constricted,4,644,545,31.914,0.712,-20.512,-0.0339,-0.2292,0.9728,-30.92,3.109,-21.574,0.0089,-0.2269,0.9739,650.96,556.25,624.48,415.24,667.1,415.72,0.666764077118178
SMI ETG,1532,constricted,4,644,545,31.914,0.712,-20.512,-0.0322,-0.2279,0.9731,-30.92,3.109,-21.574,0.0089,-0.2277,0.9737,649.99,555.43,622.52,413.77,667.07,416.67,0.6062254160388897
SMI ETG,1533,constricted,4,641,548,31.914,0.712,-20.512,-0.0313,-0.2263,0.9736,-30.92,3.109,-21.574,0.0104,-0.2261,0.974,648.59,553.65,621.39,411.78,665.33,414.8,0.4772741729449467
SMI ETG,1534,constricted,4,648,548,31.914,0.712,-20.512,-0.0338,-0.2281,0.9731,-30.92,3.109,-21.574,0.0096,-0.2274,0.9738,650.52,556.04,624.42,413.94,666.26,416.32,0.4244781130591783
SMI ETG,1535,constricted,4,641,548,31.914,0.712,-20.512,-0.0309,-0.2271,0.9734,-30.92,3.11,-21.575,0.0094,-0.2264,0.974,648.96,553.85,620.91,412.73,666.56,415.12,0.4982769153799462
SMI ETG,1536,constricted,4,644,545,31.914,0.712,-20.512,-0.0306,-0.2275,0.9733,-30.92,3.11,-21.575,0.0102,-0.2266,0.9739,648.35,554.42,620.65,413.3,665.59,415.31,0.5229518302940801
SMI ETG,1537,constricted,4,644,545,31.914,0.712,-20.512,-0.0313,-0.2276,0.9733,-30.92,3.11,-21.575,0.0107,-0.2257,0.9741,648.45,554.32,621.46,413.36,665.0,414.27,0.5205416521927307
SMI ETG,1538,constricted,4,644,545,31.914,0.712,-20.512,-0.0351,-0.2267,0.9733,-30.921,3.11,-21.575,0.0063,-0.2275,0.9738,653.19,554.61,625.88,412.31,670.22,416.4,0.6704514856824458
SMI ETG,1538,constricted,4,644,545,31.914,0.712,-20.512,-0.0331,-0.2268,0.9734,-30.921,3.11,-21.575,0.0085,-0.2275,0.9738,650.73,554.71,623.51,412.38,667.58,416.41,0.5955576601646276
SMI ETG,1539,constricted,4,644,545,31.914,0.712,-20.512,-0.0333,-0.225,0.9738,-30.921,3.111,-21.575,0.009,-0.2285,0.9735,650.58,554.56,623.77,410.23,666.97,417.67,0.5850413743055735
SMI ETG,1540,constricted,4,644,545,31.914,0.712,-20.512,-0.0339,-0.2231,0.9742,-30.921,3.111,-21.576,0.0075,-0.2297,0.9732,651.83,554.04,624.47,407.99,668.8,419.04,0.6029958732571226
SMI ETG,1541,constricted,4,644,545,31.914,0.712,-20.512,-0.0358,-0.2244,0.9739,-30.921,3.111,-21.576,0.0073,-0.2296,0.9733,653.0,555.17,626.67,409.52,669.01,418.97,0.6846850705739663
SMI ETG,1542,constricted,4,644,545,31.914,0.712,-20.512,-0.0339,-0.2226,0.9743,-30.921,3.111,-21.576,0.0074,-0.2307,0.973,651.84,554.46,624.41,407.45,668.86,420.2,0.6194439999180436
SMI ETG,1543,constricted,4,644,545,31.914,0.712,-20.512,-0.0323,-0.2241,0.974,-30.921,3.111,-21.576,0.0074,-0.2314,0.9728,650.93,555.21,622.55,409.15,668.88,421.08,0.6220195763071713
SMI ETG,1544,constricted,4,643,545,31.914,0.712,-20.512,-0.0322,-0.2218,0.9746,-30.921,3.111,-21.576,0.0091,-0.2303,0.9731,649.86,553.82,622.39,406.45,666.86,419.81,0.5633589392227639
SMI ETG,1544,constricted,4,643,545,31.914,0.712,-20.512,-0.0324,-0.226,0.9736,-30.921,3.112,-21.576,0.0088,-0.2303,0.9731,650.18,555.91,622.69,411.45,667.25,419.77,0.6583408722713191
SMI ETG,1545,constricted,4,643,545,31.914,0.712,-20.512,-0.031,-0.2267,0.9735,-30.921,3.112,-21.576,0.0095,-0.2297,0.9732,648.98,555.7,621.08,412.31,666.41,419.02,0.6178176873623801
SMI ETG,1545,constricted,4,643,545,31.914,0.712,-20.512,-0.0333,-0.2237,0.9741,-30.921,3.112,-21.577,0.0098,-0.2294,0.9733,650.07,554.71,623.7,408.78,666.0,418.72,0.6055240825572386
SMI ETG,1546,constricted,4,643,545,31.914,0.712,-20.512,-0.0334,-0.2258,0.9736,-30.921,3.112,-21.577,0.0076,-0.2303,0.9731,651.49,555.8,623.95,411.28,668.65,419.78,0.6925447259026358
SMI ETG,1547,constricted,4,643,545,31.914,0.712,-20.512,-0.0329,-0.227,0.9733,-30.921,3.112,-21.577,0.0082,-0.2304,0.9731,650.86,556.51,623.36,412.71,667.96,419.83,0.702540774117698
SMI ETG,1548,constricted,4,643,545,31.914,0.712,-20.512,-0.0335,-0.2296,0.9727,-30.921,3.112,-21.577,0.0094,-0.2312,0.9729,650.5,559.01,624.11,415.69,666.52,420.82,0.8007824115450061
SMI ETG,1549,constricted,4,643,545,31.914,0.712,-20.512,-0.0343,-0.228,0.9731,-30.921,3.113,-21.577,0.0092,-0.2304,0.9731,651.01,557.76,624.94,413.82,666.71,419.83,0.759307088728881
SMI ETG,1550,constricted,4,643,545,31.914,0.712,-20.512,-0.0318,-0.2296,0.9728,-30.921,3.113,-21.577,0.0096,-0.2336,0.9723,649.39,560.03,622.05,415.7,666.27,423.64,0.8228699996322865
SMI ETG,1550,constricted,4,643,545,31.914,0.712,-20.512,-0.0319,-0.2285,0.973,-30.921,3.113,-21.577,0.0104,-0.2311,0.9729,648.95,558.15,622.15,414.38,665.29,420.74,0.7273128794258731
SMI ETG,1551,constricted,4,643,545,31.914,0.712,-20.512,-0.0323,-0.2191,0.9752,-30.921,3.113,-21.577,0.0095,-0.2321,0.9726,649.73,554.13,622.55,403.27,666.39,421.93,0.5718314292851855
SMI ETG,1552,constricted,4,643,545,31.914,0.712,-20.512,-0.0312,-0.2246,0.974,-30.921,3.113,-21.578,0.0089,-0.2309,0.9729,649.42,555.3,621.31,409.81,667.04,420.5,0.6117850980968514
SMI ETG,1553,constricted,4,643,545,31.914,0.712,-20.512,-0.0308,-0.2239,0.9741,-30.921,3.113,-21.578,0.0084,-0.2311,0.9729,649.48,554.82,620.84,409.03,667.64,420.7,0.5930875140333038
SMI ETG,1554,constricted,4,643,545,31.914,0.712,-20.512,-0.0304,-0.2221,0.9745,-30.921,3.114,-21.578,0.0091,-0.2311,0.9729,648.79,554.03,620.25,406.87,666.8,420.72,0.5407533796998516
SMI ETG,1555,constricted,4,643,545,31.914,0.712,-20.512,-0.0287,-0.2279,0.9733,-30.921,3.114,-21.578,0.0103,-0.2309,0.9729,647.16,556.71,618.4,413.76,665.37,420.44,0.6262119848411755
SMI ETG,1556,constricted,4,643,545,31.914,0.712,-20.512,-0.0295,-0.2298,0.9728,-30.921,3.114,-21.578,0.0091,-0.2305,0.973,648.37,557.38,619.37,415.95,666.89,419.97,0.680017968641641
SMI ETG,1556,constricted,4,643,545,31.914,0.712,-20.512,-0.03,-0.226,0.9737,-30.921,3.114,-21.578,0.0082,-0.2306,0.973,649.17,555.22,619.91,411.45,667.94,420.13,0.60175008403704
SMI ETG,1557,constricted,4,643,545,31.914,0.712,-20.512,-0.0309,-0.2302,0.9727,-30.921,3.114,-21.578,0.0086,-0.2303,0.9731,649.41,557.82,620.98,416.49,667.41,419.74,0.722302276142382
SMI ETG,1558,constricted,4,643,545,31.914,0.712,-20.512,-0.0297,-0.2305,0.9726,-30.921,3.115,-21.579,0.0084,-0.2289,0.9734,648.89,556.76,619.6,416.79,667.74,418.13,0.6628474438957157
SMI ETG,1558,constricted,4,643,545,31.914,0.712,-20.512,-0.0325,-0.2265,0.9735,-30.921,3.115,-21.579,0.0076,-0.2314,0.9728,650.91,556.55,622.82,412.01,668.59,421.04,0.7056272665926949
SMI ETG,1559,constricted,4,643,545,31.914,0.712,-20.512,-0.0277,-0.2287,0.9731,-30.921,3.115,-21.579,0.0109,-0.231,0.9729,646.23,557.06,617.2,414.63,664.67,420.57,0.6290941314591593
SMI ETG,1560,constricted,4,643,545,31.914,0.712,-20.512,-0.0286,-0.2243,0.9741,-30.921,3.115,-21.579,0.0104,-0.2318,0.9727,647.05,555.39,618.16,409.41,665.34,421.56,0.5619921558428129
SMI ETG,1561,constricted,4,643,545,31.914,0.712,-20.512,-0.028,-0.2306,0.9727,-30.921,3.115,-21.579,0.0104,-0.2298,0.9732,646.71,557.43,617.57,416.93,665.32,419.17,0.653619522754714
SMI ETG,1562,constricted,4,643,545,31.914,0.712,-20.512,-0.0274,-0.2305,0.9727,-30.921,3.115,-21.579,0.0105,-0.2306,0.973,646.34,557.66,616.9,416.81,665.21,420.09,0.6597122019005669
SMI ETG,1562,constricted,4,643,545,31.914,0.712,-20.512,-0.0284,-0.2314,0.9724,-30.921,3.116,-21.579,0.011,-0.231,0.9729,646.62,558.97,618.11,417.95,664.59,420.61,0.7270835423361682
SMI ETG,1563,constricted,4,643,545,31.914,0.712,-20.512,-0.0277,-0.2337,0.9719,-30.921,3.116,-21.579,0.0124,-0.2308,0.9729,645.35,560.51,617.24,420.65,662.91,420.39,0.7902484610351529
SMI ETG,1564,constricted,4,643,545,31.914,0.712,-20.512,-0.0278,-0.233,0.9721,-30.921,3.116,-21.58,0.013,-0.2306,0.973,645.12,560.14,617.41,419.79,662.26,420.14,0.7701481279814477
SMI ETG,1565,constricted,4,643,545,31.914,0.712,-20.512,-0.0279,-0.231,0.9726,-30.921,3.116,-21.58,0.0109,-0.2316,0.9728,646.37,558.9,617.51,417.47,664.67,421.32,0.7205966184297422
SMI ETG,1566,constricted,4,643,545,31.914,0.712,-20.512,-0.03,-0.2303,0.9727,-30.921,3.116,-21.58,0.0086,-0.2326,0.9725,648.92,558.93,619.9,416.55,667.46,422.45,0.7626505349939977
SMI ETG,1566,constricted,4,643,545,31.914,0.712,-20.512,-0.0284,-0.2266,0.9736,-30.921,3.116,-21.58,0.0065,-0.2316,0.9728,649.2,555.2,617.99,412.14,669.91,421.32,0.6016743056340494
SMI ETG,1567,constricted,4,643,545,31.914,0.712,-20.512,-0.0297,-0.2311,0.9725,-30.921,3.117,-21.58,0.0082,-0.2319,0.9727,648.97,558.77,619.54,417.54,667.95,421.63,0.7562480951602826
SMI ETG,1568,constricted,4,643,545,31.914,0.712,-20.512,-0.0299,-0.2264,0.9736,-30.921,3.117,-21.58,0.0085,-0.233,0.9724,648.92,557.14,619.81,411.92,667.52,423.02,0.6806632239096251
SMI ETG,1569,constricted,4,643,545,31.914,0.712,-20.512,-0.0277,-0.2284,0.9732,-30.922,3.117,-21.58,0.009,-0.2321,0.9726,647.36,557.04,617.19,414.27,666.95,421.94,0.6452581456533696
SMI ETG,1569,constricted,4,643,545,31.914,0.712,-20.512,-0.0294,-0.2321,0.9723,-30.922,3.117,-21.581,0.0089,-0.2322,0.9726,648.37,559.71,619.22,418.72,667.04,422.02,0.7889720065923401
SMI ETG,1571,constricted,4,643,545,31.914,0.712,-20.512,-0.0291,-0.2295,0.9729,-30.922,3.117,-21.581,0.0092,-0.2314,0.9728,648.05,557.69,618.91,415.61,666.69,421.04,0.688222105399706
SMI ETG,1571,constricted,4,643,545,31.914,0.712,-20.512,-0.0325,-0.2308,0.9725,-30.922,3.117,-21.581,0.0083,-0.2318,0.9727,650.52,559.46,622.86,417.16,667.8,421.57,0.8212755622122749
SMI ETG,1572,constricted,4,643,545,31.914,0.712,-20.512,-0.0301,-0.2283,0.9731,-30.922,3.118,-21.581,0.0091,-0.2308,0.973,648.71,556.93,620.06,414.25,666.88,420.34,0.6665334074963758
SMI ETG,1573,constricted,4,643,545,31.914,0.712,-20.512,-0.0303,-0.2318,0.9723,-30.922,3.118,-21.581,0.0096,-0.2299,0.9732,648.52,558.76,620.34,418.41,666.25,419.33,0.7470329330882675
SMI ETG,1574,constricted,4,643,545,31.914,0.712,-20.512,-0.0312,-0.2306,0.9726,-30.922,3.118,-21.581,0.0082,-0.2296,0.9732,649.85,557.63,621.39,416.9,667.91,418.97,0.724090547171385
SMI ETG,1574,constricted,4,643,545,31.914,0.712,-20.512,-0.03,-0.2277,0.9733,-30.922,3.118,-21.581,0.0093,-0.2288,0.9734,648.49,555.4,619.92,413.55,666.58,417.95,0.5927334360034033
SMI ETG,1575,constricted,4,643,545,31.914,0.712,-20.512,-0.0309,-0.2271,0.9734,-30.922,3.118,-21.581,0.0092,-0.2295,0.9733,649.06,555.67,620.93,412.76,666.72,418.78,0.6184856728936367
SMI ETG,1576,constricted,4,643,545,31.914,0.712,-20.512,-0.031,-0.225,0.9739,-30.922,3.118,-21.582,0.0089,-0.2294,0.9733,649.3,554.4,621.04,410.29,667.09,418.66,0.5704527136921739
SMI ETG,1576,constricted,4,643,545,31.914,0.712,-20.512,-0.0301,-0.2254,0.9738,-30.922,3.119,-21.582,0.0099,-0.2302,0.9731,648.21,555.16,619.99,410.75,665.91,419.61,0.5754887199769972
SMI ETG,1577,constricted,4,643,545,31.914,0.712,-20.512,-0.0295,-0.224,0.9741,-30.922,3.119,-21.582,0.0095,-0.2299,0.9732,648.05,553.95,619.22,409.14,666.34,419.25,0.5180134823959973
SMI ETG,1578,constricted,4,643,545,31.914,0.712,-20.512,-0.0325,-0.2209,0.9748,-30.922,3.119,-21.582,0.0073,-0.2304,0.9731,651.13,552.97,622.78,405.37,669.03,419.81,0.5741557673126463
SMI ETG,1579,constricted,4,643,545,31.914,0.712,-20.512,-0.0279,-0.2207,0.975,-30.922,3.119,-21.582,0.0086,-0.2303,0.9731,647.68,551.89,617.31,405.14,667.44,419.7,0.4199491968721688
SMI ETG,1580,constricted,4,643,545,31.914,0.712,-20.512,-0.0278,-0.2246,0.9741,-30.922,3.119,-21.582,0.0091,-0.2308,0.973,647.36,554.27,617.28,409.78,666.86,420.41,0.5163337836496976
SMI ETG,1581,constricted,4,643,545,31.914,0.712,-20.512,-0.0286,-0.2267,0.9735,-30.922,3.119,-21.582,0.0094,-0.2306,0.973,647.65,555.56,618.26,412.32,666.49,420.14,0.5815136502527282
SMI ETG,1582,constricted,4,643,545,31.914,0.712,-20.512,-0.0292,-0.2247,0.974,-30.922,3.12,-21.583,0.0082,-0.2291,0.9734,648.7,553.31,618.93,409.94,667.95,418.33,0.508037232840179
SMI ETG,1582,constricted,4,643,545,31.914,0.712,-20.512,-0.0299,-0.2233,0.9743,-30.922,3.12,-21.583,0.01,-0.2317,0.9727,648.04,555.11,619.7,408.3,665.83,421.4,0.5693679332949908
SMI ETG,1583,constricted,4,643,545,31.914,0.712,-20.512,-0.0272,-0.2294,0.973,-30.922,3.12,-21.583,0.0093,-0.2312,0.9729,646.88,556.95,616.55,415.52,666.63,420.84,0.6331014316263982
SMI ETG,1584,constricted,4,643,545,31.914,0.712,-20.512,-0.0279,-0.224,0.9742,-30.922,3.12,-21.583,0.0093,-0.2322,0.9726,647.26,555.02,617.35,409.09,666.56,422.0,0.5487408794681785
SMI ETG,1585,constricted,4,642,545,31.914,0.712,-20.512,-0.0304,-0.2213,0.9747,-30.922,3.12,-21.583,0.0093,-0.2318,0.9727,648.68,554.24,620.25,405.85,666.56,421.59,0.5748315218256982
SMI ETG,1586,constricted,4,642,545,31.914,0.712,-20.512,-0.0299,-0.2256,0.9738,-30.922,3.12,-21.583,0.0096,-0.2319,0.9727,648.29,556.24,619.75,411.01,666.31,421.62,0.6491977316116108
SMI ETG,1586,constricted,4,642,545,31.914,0.712,-20.512,-0.031,-0.2258,0.9737,-30.922,3.121,-21.583,0.0093,-0.2317,0.9728,649.09,556.47,621.08,411.28,666.6,421.37,0.6796741795349021
