eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,pup_diam_l_px_x,pup_diam_l_px_y,pup_diam_r_px_x,pup_diam_r_px_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,368,dilated,1,624,605,28.46,10.13,-21.613,4.88,0.0378,-0.3256,0.9448,-29.647,9.895,-20.258,4.94,0.05,-0.2995,0.9528,585.31,661.42,108.0,89.0,112.0,90.0,567.48,685.99,627.65,669.43,3.401379126695607
SMI ETG,368,dilated,1,624,605,28.459,10.13,-21.613,4.86,0.0368,-0.3264,0.9445,-29.648,9.895,-20.258,4.98,0.0499,-0.299,0.953,585.97,662.27,108.0,89.0,112.0,90.0,568.67,687.01,627.85,668.88,3.4175254131927897
SMI ETG,368,dilated,1,624,605,28.459,10.131,-21.613,4.84,0.0368,-0.3268,0.9444,-29.648,9.895,-20.258,4.96,0.0507,-0.2987,0.953,585.47,662.43,108.0,89.0,112.0,90.0,568.7,687.56,626.9,668.47,3.437907178650054
SMI ETG,370,dilated,1,624,605,28.459,10.131,-21.613,4.9,0.0365,-0.3275,0.9441,-29.648,9.895,-20.257,4.98,0.0499,-0.2995,0.9528,586.09,663.71,108.0,89.0,112.0,90.0,569.06,688.44,627.78,669.43,3.473351836898144
SMI ETG,371,dilated,1,624,605,28.459,10.131,-21.613,4.88,0.0358,-0.3272,0.9443,-29.648,9.895,-20.257,5.0,0.0497,-0.2973,0.9535,586.49,663.56,108.0,89.0,112.0,90.0,569.89,687.96,628.01,666.81,3.4563670544303333
SMI ETG,371,dilated,1,624,605,28.459,10.132,-21.613,4.84,0.0365,-0.3259,0.9447,-29.648,9.895,-20.257,5.0,0.0477,-0.2986,0.9532,587.28,663.62,108.0,90.0,112.0,92.0,569.03,686.37,630.36,668.39,3.437761002658874
SMI ETG,373,dilated,1,624,605,28.459,10.132,-21.613,4.9,0.0337,-0.3261,0.9447,-29.649,9.895,-20.257,4.98,0.0492,-0.2979,0.9533,588.3,660.29,108.0,90.0,112.0,92.0,572.27,686.56,628.63,667.45,3.2724873420012144
SMI ETG,374,dilated,1,624,605,28.459,10.132,-21.613,4.86,0.0347,-0.3263,0.9447,-29.649,9.895,-20.256,4.96,0.0485,-0.2972,0.9536,587.92,662.21,107.0,89.0,110.0,90.0,571.1,686.8,629.44,666.57,3.362169902569401
SMI ETG,375,dilated,1,624,605,28.458,10.132,-21.612,4.86,0.034,-0.3278,0.9441,-29.649,9.895,-20.256,5.0,0.0484,-0.2985,0.9532,588.45,663.71,108.0,89.0,112.0,90.0,571.98,688.74,629.53,668.2,3.410905866666309
SMI ETG,375,dilated,1,624,605,28.458,10.132,-21.612,4.82,0.0356,-0.3245,0.9452,-29.649,9.895,-20.256,4.96,0.0494,-0.2983,0.9532,587.11,658.76,106.0,88.0,110.0,90.0,570.07,684.63,628.36,667.93,3.242866477545659
SMI ETG,376,dilated,1,624,605,28.458,10.132,-21.612,4.9,0.0384,-0.3259,0.9446,-29.649,9.895,-20.256,5.0,0.05,-0.298,0.9533,584.69,663.65,109.0,90.0,112.0,92.0,566.76,686.44,627.71,667.65,3.5092835777065408
SMI ETG,377,dilated,1,624,605,28.458,10.132,-21.612,4.88,0.0384,-0.3254,0.9448,-29.649,9.895,-20.255,5.0,0.0501,-0.2973,0.9535,584.62,662.79,108.0,90.0,112.0,92.0,566.78,685.75,627.54,666.81,3.4762937718345155
SMI ETG,378,dilated,1,625,604,28.458,10.133,-21.612,4.86,0.0395,-0.3238,0.9453,-29.65,9.895,-20.255,5.0,0.0483,-0.298,0.9534,584.88,663.92,109.0,90.0,112.0,92.0,565.47,683.82,629.63,667.55,3.584517298808499
SMI ETG,379,dilated,1,624,605,28.458,10.133,-21.612,4.84,0.037,-0.3252,0.9449,-29.65,9.895,-20.255,5.02,0.051,-0.2959,0.9539,585.06,660.87,108.0,90.0,112.0,92.0,568.44,685.58,626.58,665.03,3.3862767967367287
SMI ETG,380,dilated,1,625,604,28.458,10.133,-21.612,4.9,0.0372,-0.3261,0.9446,-29.65,9.895,-20.255,5.02,0.0508,-0.2973,0.9534,585.05,662.1,109.0,90.0,112.0,92.0,568.22,686.69,626.75,666.72,3.5058891450542156
SMI ETG,380,dilated,1,625,604,28.457,10.134,-21.612,4.92,0.0353,-0.3262,0.9446,-29.65,9.895,-20.254,4.96,0.048,-0.2971,0.9536,587.75,663.27,107.0,89.0,110.0,90.0,570.4,686.76,629.99,666.52,3.4798111624305466
SMI ETG,381,dilated,1,625,604,28.457,10.134,-21.612,4.86,0.0366,-0.3241,0.9453,-29.65,9.895,-20.254,4.96,0.0493,-0.2965,0.9538,586.35,659.81,107.0,90.0,110.0,92.0,568.88,684.16,628.49,665.74,3.376540722795265
SMI ETG,382,dilated,1,625,605,28.457,10.134,-21.612,4.9,0.0347,-0.3248,0.9452,-29.65,9.895,-20.254,4.96,0.0483,-0.2972,0.9536,588.16,659.83,107.0,89.0,110.0,90.0,571.08,684.95,629.68,666.57,3.2851993805420636
SMI ETG,383,dilated,1,625,605,28.457,10.134,-21.612,4.82,0.0364,-0.3227,0.9458,-29.65,9.895,-20.254,5.0,0.0503,-0.2973,0.9535,586.17,656.11,106.0,89.0,110.0,92.0,569.12,682.35,627.32,666.7,3.1943688616422663
SMI ETG,384,dilated,1,624,604,28.457,10.135,-21.612,4.84,0.0379,-0.3256,0.9448,-29.651,9.895,-20.253,5.02,0.0498,-0.2981,0.9532,585.22,662.53,109.0,90.0,112.0,92.0,567.39,686.04,627.92,667.78,3.4904218111634853
SMI ETG,384,dilated,1,624,604,28.457,10.135,-21.612,4.88,0.0364,-0.3239,0.9454,-29.651,9.895,-20.253,5.0,0.0492,-0.2991,0.953,586.81,658.21,108.0,89.0,112.0,90.0,569.09,683.85,628.63,668.97,3.2702051366791287
SMI ETG,385,dilated,1,624,604,28.457,10.135,-21.612,4.92,0.037,-0.3249,0.945,-29.651,9.895,-20.253,4.98,0.0501,-0.2971,0.9535,585.69,660.49,109.0,90.0,112.0,92.0,568.46,685.13,627.61,666.5,3.3942028940868214
SMI ETG,386,dilated,1,624,604,28.456,10.136,-21.612,4.82,0.0141,-0.314,0.9493,-29.651,9.895,-20.253,4.84,0.0261,-0.2882,0.9572,613.87,646.41,107.0,88.0,110.0,90.0,595.17,671.12,655.53,655.23,2.1704507698761475
SMI ETG,387,dilated,1,624,604,28.456,10.136,-21.612,4.84,0.003,-0.3135,0.9496,-29.651,9.895,-20.253,4.9,0.0152,-0.2856,0.9582,627.08,646.5,107.0,88.0,110.0,90.0,608.11,670.35,668.24,652.09,2.1215458983391935
SMI ETG,388,dilated,1,624,604,28.456,10.136,-21.612,4.86,0.0047,-0.314,0.9494,-29.651,9.895,-20.252,4.98,0.0163,-0.2877,0.9576,625.4,646.9,107.0,88.0,110.0,90.0,606.21,671.0,666.91,654.63,2.1367731710829037
SMI ETG,388,dilated,1,624,604,28.456,10.136,-21.612,4.86,0.0037,-0.3139,0.9495,-29.651,9.895,-20.252,4.94,0.0169,-0.2854,0.9583,625.65,646.23,107.0,88.0,110.0,90.0,607.34,670.85,666.25,651.83,2.104068831147878
SMI ETG,389,dilated,1,625,604,28.456,10.136,-21.612,4.86,0.0028,-0.3113,0.9503,-29.652,9.895,-20.252,4.98,0.016,-0.2852,0.9583,626.67,641.9,107.0,88.0,110.0,90.0,608.36,667.56,667.3,651.61,1.889644129933457
SMI ETG,390,dilated,1,625,604,28.456,10.136,-21.612,4.86,0.003,-0.314,0.9494,-29.652,9.895,-20.251,4.92,0.0139,-0.2831,0.959,628.0,651.26,107.0,87.0,110.0,88.0,608.12,671.05,669.79,649.0,2.356432976638749
SMI ETG,391,dilated,1,625,604,28.456,10.137,-21.612,4.84,0.0019,-0.3126,0.9499,-29.652,9.895,-20.251,4.94,0.0154,-0.2818,0.9594,627.67,645.38,107.0,88.0,110.0,90.0,609.45,669.23,668.0,647.35,2.064739951144279
SMI ETG,392,dilated,1,624,604,28.456,10.137,-21.613,4.84,0.0006,-0.3129,0.9498,-29.652,9.895,-20.251,4.94,0.0159,-0.283,0.959,628.13,643.91,107.0,87.0,110.0,88.0,610.96,669.66,667.49,648.79,1.9983753964504951
SMI ETG,392,dilated,1,624,604,28.455,10.137,-21.613,4.8,0.0043,-0.3113,0.9503,-29.652,9.895,-20.251,4.92,0.0155,-0.2821,0.9593,626.17,645.78,107.0,87.0,110.0,88.0,606.58,667.59,667.93,647.71,2.0830229399870266
SMI ETG,393,dilated,1,625,604,28.455,10.137,-21.613,4.84,0.0015,-0.3101,0.9507,-29.652,9.895,-20.251,4.88,0.0149,-0.2827,0.9591,628.16,640.85,107.0,87.0,110.0,88.0,609.9,666.17,668.62,648.48,1.8426180380696013
SMI ETG,394,dilated,1,624,604,28.455,10.137,-21.613,4.82,0.0037,-0.3109,0.9504,-29.652,9.895,-20.25,4.92,0.0168,-0.2816,0.9594,625.7,642.88,107.0,87.0,110.0,88.0,607.32,667.13,666.38,647.18,1.9382597164879631
SMI ETG,395,dilated,1,624,604,28.455,10.137,-21.613,4.84,0.0019,-0.3123,0.95,-29.652,9.895,-20.25,4.86,0.0139,-0.2837,0.9588,628.56,645.57,107.0,87.0,110.0,88.0,609.41,668.84,669.77,649.71,2.0825148856414937
SMI ETG,395,dilated,1,624,604,28.455,10.138,-21.613,4.84,0.0022,-0.3101,0.9507,-29.652,9.895,-20.25,4.88,0.0134,-0.2832,0.959,628.68,642.71,107.0,87.0,110.0,88.0,609.06,666.07,670.38,649.15,1.942375838648406
SMI ETG,396,dilated,1,624,604,28.455,10.138,-21.613,4.82,0.0037,-0.3101,0.9507,-29.652,9.895,-20.25,4.9,0.0156,-0.2825,0.9592,626.47,642.29,107.0,87.0,110.0,88.0,607.35,666.11,667.83,648.22,1.911194818169427
SMI ETG,399,dilated,1,624,603,28.454,10.138,-21.613,4.82,0.0034,-0.3098,0.9508,-29.652,9.895,-20.25,4.9,0.0129,-0.2817,0.9594,628.34,645.87,107.0,87.0,110.0,88.0,607.71,665.79,670.88,647.23,2.14584280890154
SMI ETG,399,dilated,1,624,603,28.454,10.138,-21.613,4.84,0.0029,-0.3105,0.9506,-29.653,9.895,-20.25,4.94,0.0156,-0.2799,0.9599,626.94,643.56,107.0,87.0,110.0,88.0,608.2,666.59,667.82,645.06,2.0255599812527745
SMI ETG,400,dilated,1,624,603,28.454,10.138,-21.613,4.82,0.0041,-0.3102,0.9507,-29.653,9.895,-20.249,4.96,0.0161,-0.2795,0.96,625.95,644.29,107.0,87.0,110.0,88.0,606.8,666.28,667.28,644.6,2.0586360676181594
SMI ETG,400,dilated,1,624,603,28.454,10.138,-21.613,4.84,0.0031,-0.3108,0.9505,-29.653,9.895,-20.249,4.94,0.0161,-0.2801,0.9598,626.55,643.67,107.0,88.0,110.0,90.0,608.03,667.03,667.25,645.3,2.0296477348646498
SMI ETG,401,dilated,1,624,603,28.454,10.138,-21.612,4.82,0.0034,-0.3111,0.9504,-29.653,9.895,-20.249,4.9,0.013,-0.2822,0.9593,628.32,648.09,107.0,87.0,110.0,88.0,607.72,667.43,670.8,647.92,2.255187242877795
SMI ETG,402,dilated,1,624,603,28.454,10.138,-21.612,4.84,0.0029,-0.3099,0.9508,-29.653,9.895,-20.249,4.96,0.0155,-0.2798,0.9599,627.04,642.66,107.0,88.0,110.0,90.0,608.27,665.92,667.96,644.97,1.9814384345240013
SMI ETG,403,dilated,1,625,603,28.453,10.138,-21.612,4.88,0.0017,-0.3104,0.9506,-29.653,9.895,-20.249,4.96,0.0146,-0.2796,0.96,628.28,643.38,107.0,88.0,110.0,90.0,609.63,666.55,668.97,644.71,2.018000248856607
SMI ETG,404,dilated,1,624,603,28.453,10.138,-21.612,4.84,0.0022,-0.3087,0.9512,-29.653,9.895,-20.249,4.94,0.0135,-0.2792,0.9601,628.63,642.52,107.0,89.0,110.0,90.0,609.0,664.39,670.23,644.2,1.9823651162196325
SMI ETG,405,dilated,1,624,603,28.453,10.138,-21.612,4.84,0.0033,-0.3097,0.9508,-29.654,9.895,-20.249,4.96,0.0142,-0.2797,0.96,627.62,644.71,107.0,88.0,110.0,90.0,607.76,665.57,669.47,644.85,2.085159528042262
SMI ETG,405,dilated,1,624,603,28.453,10.138,-21.612,4.9,0.001,-0.3084,0.9513,-29.654,9.895,-20.248,4.96,0.0144,-0.2788,0.9602,628.75,639.51,107.0,89.0,110.0,90.0,610.41,663.96,669.18,643.68,1.8349260599636192
SMI ETG,406,dilated,1,624,603,28.453,10.138,-21.611,4.86,0.0019,-0.3086,0.9512,-29.654,9.895,-20.248,4.94,0.0121,-0.2794,0.9601,629.74,644.14,107.0,87.0,110.0,88.0,609.35,664.27,671.91,644.39,2.0692283646713223
SMI ETG,407,dilated,1,624,603,28.452,10.138,-21.611,4.86,0.0018,-0.3081,0.9514,-29.654,9.895,-20.248,4.94,0.0119,-0.2791,0.9602,629.95,643.41,107.0,89.0,110.0,90.0,609.52,663.62,672.14,644.0,2.03492298742616
SMI ETG,408,dilated,1,624,603,28.452,10.138,-21.611,4.86,0.0017,-0.3084,0.9513,-29.654,9.895,-20.248,4.96,0.0118,-0.2786,0.9603,630.07,644.45,107.0,88.0,110.0,90.0,609.61,663.99,672.23,643.41,2.0868143068999463
SMI ETG,409,dilated,1,624,603,28.452,10.138,-21.611,4.84,0.0046,-0.309,0.9511,-29.654,9.895,-20.248,4.96,0.0134,-0.2785,0.9603,627.46,648.93,107.0,89.0,110.0,90.0,606.3,664.74,670.41,643.38,2.292880032233653
SMI ETG,410,dilated,1,624,603,28.452,10.137,-21.611,4.86,0.0041,-0.3093,0.9509,-29.655,9.895,-20.247,4.98,0.014,-0.2797,0.96,627.29,645.81,107.0,88.0,110.0,90.0,606.89,665.19,669.66,644.74,2.1381146899699357
SMI ETG,410,dilated,1,624,603,28.452,10.137,-21.611,4.86,0.003,-0.3097,0.9508,-29.655,9.895,-20.247,4.96,0.0111,-0.2781,0.9605,629.91,653.58,108.0,88.0,112.0,90.0,608.14,665.61,672.98,642.78,2.533958736843959
SMI ETG,411,dilated,1,624,603,28.452,10.137,-21.611,4.88,0.0018,-0.3084,0.9513,-29.655,9.895,-20.247,4.96,0.0142,-0.2796,0.96,628.4,640.27,108.0,89.0,112.0,90.0,609.46,664.04,669.41,644.72,1.8701543596920271
SMI ETG,412,dilated,1,624,603,28.451,10.137,-21.61,4.9,0.0005,-0.3088,0.9511,-29.655,9.895,-20.247,4.96,0.0117,-0.2801,0.9599,630.76,642.21,108.0,89.0,112.0,90.0,611.03,664.5,672.33,645.3,1.982660551613796
SMI ETG,413,dilated,1,624,604,28.451,10.137,-21.61,4.88,0.0015,-0.3101,0.9507,-29.655,9.895,-20.247,4.98,0.0133,-0.2795,0.9601,629.2,644.32,108.0,88.0,112.0,90.0,609.83,666.12,670.46,644.52,2.024862993074054
SMI ETG,413,dilated,1,624,604,28.451,10.137,-21.61,4.88,0.0012,-0.3116,0.9502,-29.656,9.895,-20.246,4.98,0.0127,-0.2797,0.96,629.88,647.53,108.0,88.0,112.0,90.0,610.29,667.94,671.2,644.81,2.1870719238777383
SMI ETG,414,dilated,1,625,604,28.451,10.138,-21.61,4.88,0.0022,-0.309,0.9511,-29.656,9.895,-20.246,4.98,0.0135,-0.2814,0.9595,628.6,641.5,108.0,88.0,112.0,90.0,609.06,664.7,670.2,646.91,1.8767666232794438
SMI ETG,415,dilated,1,625,604,28.451,10.138,-21.61,4.86,0.0029,-0.3102,0.9507,-29.656,9.895,-20.246,4.96,0.011,-0.2793,0.9601,630.01,653.61,108.0,88.0,112.0,90.0,608.22,666.3,673.12,644.29,2.480753549218024
SMI ETG,415,dilated,1,625,604,28.45,10.138,-21.61,4.86,0.0021,-0.31,0.9507,-29.656,9.895,-20.246,4.98,0.0117,-0.2794,0.9601,629.98,648.45,108.0,88.0,112.0,90.0,609.17,665.98,672.39,644.44,2.2266645744497797
SMI ETG,416,dilated,1,625,603,28.45,10.138,-21.61,4.86,0.0012,-0.311,0.9504,-29.656,9.895,-20.246,4.98,0.0126,-0.2801,0.9599,629.85,646.1,108.0,88.0,112.0,90.0,610.25,667.19,671.24,645.31,2.1599342319027737
SMI ETG,417,dilated,1,625,603,28.45,10.138,-21.61,4.88,0.0013,-0.3094,0.9509,-29.656,9.895,-20.246,4.98,0.0127,-0.2803,0.9598,629.72,642.93,108.0,88.0,112.0,90.0,610.17,665.28,671.17,645.51,2.0030855797298592
SMI ETG,418,dilated,1,625,604,28.45,10.138,-21.61,4.86,0.0017,-0.3109,0.9504,-29.656,9.895,-20.245,4.98,0.0115,-0.2789,0.9603,630.39,650.39,108.0,88.0,112.0,90.0,609.69,667.11,672.56,643.78,2.3244569827853905
SMI ETG,419,dilated,1,625,604,28.45,10.138,-21.61,4.86,0.0032,-0.309,0.9511,-29.656,9.895,-20.245,4.98,0.0118,-0.2798,0.96,629.2,647.91,108.0,88.0,112.0,90.0,607.88,664.71,672.17,644.96,2.195955447253495
SMI ETG,420,dilated,1,625,604,28.449,10.138,-21.61,4.86,0.0037,-0.3092,0.951,-29.657,9.895,-20.245,4.98,0.0135,-0.281,0.9596,627.82,644.7,108.0,88.0,112.0,90.0,607.33,665.03,670.28,646.43,2.0316265260597253
SMI ETG,421,dilated,1,625,605,28.449,10.138,-21.61,4.86,0.0013,-0.3086,0.9512,-29.657,9.895,-20.245,4.98,0.012,-0.2808,0.9597,630.1,641.93,108.0,88.0,112.0,90.0,610.15,664.21,671.94,646.12,1.857176304168753
SMI ETG,421,dilated,1,625,605,28.449,10.138,-21.61,4.86,0.0006,-0.309,0.9511,-29.657,9.895,-20.245,4.98,0.0135,-0.2819,0.9593,629.57,639.66,108.0,89.0,112.0,90.0,610.97,664.74,670.27,647.53,1.741972069486164
SMI ETG,423,dilated,1,626,604,28.449,10.138,-21.609,4.88,-0.0001,-0.3094,0.9509,-29.657,9.895,-20.245,5.04,0.012,-0.2819,0.9594,630.9,641.16,108.0,89.0,112.0,92.0,611.79,665.28,671.98,647.55,1.867494788750775
SMI ETG,424,dilated,1,626,605,28.449,10.138,-21.609,4.86,0.0017,-0.3102,0.9507,-29.657,9.895,-20.245,4.98,0.0128,-0.2781,0.9605,629.56,646.82,109.0,88.0,112.0,90.0,609.69,666.27,671.12,642.8,2.0894482565844337
SMI ETG,424,dilated,1,626,605,28.449,10.138,-21.609,4.86,0.0025,-0.31,0.9507,-29.657,9.895,-20.244,4.98,0.0119,-0.2798,0.96,629.62,648.53,109.0,88.0,112.0,90.0,608.72,666.04,672.14,644.96,2.1741056477452796
SMI ETG,425,dilated,1,626,605,28.448,10.138,-21.609,4.84,0.0019,-0.3091,0.951,-29.657,9.895,-20.244,4.98,0.0121,-0.2801,0.9599,629.73,644.64,108.0,89.0,112.0,90.0,609.36,664.92,671.87,645.24,1.9826249849468558
SMI ETG,426,dilated,1,626,605,28.448,10.138,-21.609,4.84,0.0025,-0.3102,0.9507,-29.657,9.895,-20.244,5.0,0.0132,-0.2809,0.9597,628.76,645.32,108.0,88.0,112.0,90.0,608.77,666.29,670.64,646.2,2.0122021661737737
SMI ETG,427,dilated,1,626,605,28.448,10.138,-21.609,4.86,0.0009,-0.3058,0.9521,-29.658,9.895,-20.244,5.0,0.0124,-0.2786,0.9603,630.05,637.08,109.0,89.0,112.0,90.0,610.59,660.8,671.5,643.38,1.611567954160695
SMI ETG,428,dilated,1,626,605,28.448,10.138,-21.609,4.84,0.0,-0.3079,0.9514,-29.658,9.895,-20.244,4.98,0.0121,-0.2799,0.9599,630.79,639.49,109.0,88.0,112.0,90.0,611.63,663.39,671.88,645.1,1.7351031636053342
SMI ETG,429,dilated,1,627,605,28.448,10.139,-21.609,4.84,0.0011,-0.308,0.9514,-29.658,9.895,-20.244,5.0,0.0121,-0.2795,0.9601,630.15,641.32,109.0,88.0,112.0,90.0,610.3,663.47,671.87,644.55,1.8159959349866888
SMI ETG,430,dilated,1,627,606,28.448,10.139,-21.609,4.88,-0.0008,-0.3079,0.9514,-29.658,9.895,-20.243,4.98,0.0117,-0.2801,0.9599,631.47,638.96,109.0,89.0,112.0,90.0,612.57,663.41,672.3,645.33,1.6573096965235017
SMI ETG,430,dilated,1,627,606,28.447,10.139,-21.609,4.82,0.0008,-0.3087,0.9512,-29.658,9.895,-20.243,5.0,0.0123,-0.281,0.9596,630.19,640.98,109.0,88.0,112.0,90.0,610.74,664.36,671.6,646.33,1.749591636969983
SMI ETG,431,dilated,1,627,606,28.447,10.139,-21.609,4.86,0.001,-0.3089,0.9511,-29.658,9.895,-20.243,5.0,0.0113,-0.2807,0.9597,630.73,643.46,109.0,88.0,112.0,90.0,610.41,664.64,672.81,646.07,1.8746472091596107
SMI ETG,431,dilated,1,627,606,28.447,10.139,-21.609,4.88,-0.001,-0.31,0.9507,-29.658,9.895,-20.243,4.98,0.0122,-0.2805,0.9598,631.35,641.72,109.0,88.0,112.0,90.0,612.83,665.97,671.75,645.76,1.7923495427963503
SMI ETG,433,dilated,1,627,606,28.447,10.139,-21.609,4.86,-0.0019,-0.3095,0.9509,-29.658,9.895,-20.243,5.0,0.0127,-0.2805,0.9598,631.47,639.7,109.0,88.0,112.0,90.0,613.79,665.37,671.13,645.75,1.6937064957465642
SMI ETG,433,dilated,1,627,606,28.447,10.139,-21.609,4.88,-0.0015,-0.3092,0.951,-29.659,9.895,-20.243,5.0,0.0123,-0.2816,0.9595,631.5,639.45,109.0,88.0,112.0,90.0,613.4,665.04,671.63,647.12,1.681611889381664
SMI ETG,434,dilated,1,627,607,28.447,10.139,-21.609,4.84,0.0003,-0.3102,0.9507,-29.659,9.895,-20.243,5.0,0.0132,-0.2825,0.9592,629.89,641.59,109.0,88.0,112.0,90.0,611.24,666.29,670.6,648.25,1.7286220920576807
SMI ETG,435,dilated,1,628,606,28.447,10.139,-21.609,4.9,-0.0013,-0.3102,0.9507,-29.659,9.895,-20.242,5.02,0.012,-0.2836,0.9589,631.55,640.7,109.0,90.0,112.0,92.0,613.18,666.26,671.96,649.61,1.7375252740097988
SMI ETG,436,dilated,1,627,607,28.447,10.139,-21.609,4.86,0.0007,-0.3106,0.9505,-29.659,9.895,-20.242,5.0,0.0125,-0.2804,0.9598,630.25,644.66,109.0,88.0,112.0,90.0,610.88,666.77,671.44,645.66,1.8818592200469935
SMI ETG,436,dilated,1,627,607,28.447,10.139,-21.609,4.84,-0.0012,-0.3086,0.9512,-29.659,9.895,-20.242,4.98,0.0126,-0.281,0.9596,631.15,638.54,109.0,88.0,112.0,90.0,613.07,664.2,671.28,646.42,1.5849657583247296
SMI ETG,437,dilated,1,627,606,28.446,10.139,-21.609,4.88,-0.0008,-0.3102,0.9507,-29.659,9.895,-20.242,4.98,0.0128,-0.2832,0.959,630.79,640.59,109.0,89.0,112.0,90.0,612.6,666.21,671.07,649.06,1.7333919242485736
SMI ETG,438,dilated,1,626,606,28.446,10.14,-21.609,4.88,-0.0007,-0.3122,0.95,-29.659,9.895,-20.242,4.98,0.0124,-0.2837,0.9588,631.02,644.19,109.0,89.0,112.0,92.0,612.46,668.7,671.52,649.68,1.9181416926719925
SMI ETG,439,dilated,1,626,606,28.446,10.14,-21.609,4.88,-0.0043,-0.3087,0.9512,-29.659,9.895,-20.242,5.0,0.0111,-0.2842,0.9587,633.74,637.03,109.0,90.0,112.0,92.0,616.67,664.33,672.98,650.36,1.594396358799022
SMI ETG,440,dilated,1,626,606,28.446,10.14,-21.609,4.94,-0.0028,-0.3089,0.9511,-29.659,9.895,-20.241,5.0,0.0119,-0.2818,0.9594,632.45,638.24,109.0,90.0,112.0,92.0,614.88,664.61,672.07,647.4,1.6386846617109576
SMI ETG,441,dilated,1,626,606,28.446,10.14,-21.609,4.88,-0.0014,-0.31,0.9507,-29.66,9.895,-20.241,4.98,0.0126,-0.2828,0.9591,631.24,640.21,109.0,88.0,112.0,88.0,613.25,666.03,671.29,648.62,1.7243027910359017
SMI ETG,442,dilated,1,627,606,28.445,10.14,-21.609,4.9,-0.0033,-0.307,0.9517,-29.66,9.895,-20.241,4.98,0.0115,-0.2863,0.9581,632.78,634.74,109.0,89.0,112.0,90.0,615.47,662.24,672.46,652.94,1.4616105981111223
SMI ETG,442,dilated,1,627,606,28.445,10.139,-21.609,4.86,-0.0034,-0.3071,0.9517,-29.66,9.895,-20.241,4.98,0.0128,-0.2845,0.9586,632.13,634.67,108.0,89.0,112.0,92.0,615.6,662.41,671.0,650.71,1.4520442970625234
SMI ETG,443,dilated,1,626,607,28.445,10.139,-21.609,4.9,-0.0045,-0.3079,0.9514,-29.66,9.895,-20.241,5.0,0.0124,-0.2874,0.9577,632.95,635.43,109.0,89.0,112.0,90.0,616.86,663.32,671.45,654.3,1.459193869587796
SMI ETG,444,dilated,1,627,607,28.445,10.139,-21.608,4.9,-0.0055,-0.3083,0.9513,-29.66,9.895,-20.241,4.98,0.011,-0.2859,0.9582,634.42,636.03,109.0,89.0,112.0,90.0,618.06,663.85,673.06,652.44,1.4938383953351717
SMI ETG,445,dilated,1,626,607,28.445,10.139,-21.608,4.88,-0.0051,-0.3088,0.9511,-29.66,9.895,-20.241,4.98,0.0118,-0.2859,0.9582,633.73,636.59,108.0,89.0,112.0,90.0,617.59,664.47,672.15,652.41,1.5247056941691444
SMI ETG,445,dilated,1,626,607,28.444,10.139,-21.608,4.9,-0.0065,-0.3092,0.951,-29.661,9.895,-20.24,4.98,0.0117,-0.286,0.9582,634.59,636.86,108.0,89.0,112.0,90.0,619.14,664.98,672.31,652.59,1.5491450128602213
SMI ETG,446,dilated,1,626,607,28.444,10.139,-21.608,4.94,-0.0064,-0.3073,0.9516,-29.661,9.895,-20.24,4.98,0.0121,-0.2876,0.9577,634.22,634.6,108.0,89.0,112.0,90.0,619.06,662.56,671.81,654.54,1.4362183111186493
SMI ETG,446,dilated,1,626,607,28.444,10.139,-21.608,4.9,-0.004,-0.3105,0.9506,-29.661,9.895,-20.24,5.0,0.0116,-0.2883,0.9575,633.19,638.96,108.0,89.0,112.0,90.0,616.33,666.56,672.35,655.4,1.6325533405943067
SMI ETG,449,dilated,1,626,607,28.444,10.139,-21.608,4.92,-0.0062,-0.3094,0.9509,-29.661,9.896,-20.24,4.98,0.0121,-0.2866,0.958,634.13,637.06,108.0,89.0,112.0,90.0,618.81,665.2,671.76,653.32,1.552450731337725
SMI ETG,450,dilated,1,627,606,28.443,10.139,-21.608,4.96,-0.006,-0.308,0.9514,-29.661,9.896,-20.24,5.0,0.0127,-0.2866,0.958,633.65,635.29,108.0,89.0,112.0,90.0,618.56,663.41,671.11,653.32,1.4975460916492656
SMI ETG,451,dilated,1,627,607,28.443,10.139,-21.608,4.9,-0.0036,-0.3099,0.9508,-29.661,9.896,-20.24,4.98,0.0125,-0.2882,0.9575,632.36,638.04,108.0,89.0,112.0,90.0,615.78,665.79,671.29,655.19,1.56966020823338
SMI ETG,451,dilated,1,627,607,28.443,10.14,-21.608,4.94,-0.0063,-0.3094,0.9509,-29.662,9.896,-20.24,5.0,0.0122,-0.2886,0.9574,634.16,637.15,108.0,89.0,112.0,90.0,619.0,665.22,671.7,655.69,1.5446710880568204
SMI ETG,452,dilated,1,626,607,28.443,10.14,-21.608,4.9,-0.0049,-0.3088,0.9511,-29.662,9.896,-20.239,5.0,0.0122,-0.288,0.9575,633.33,636.59,109.0,89.0,112.0,90.0,617.34,664.5,671.7,655.05,1.5197125243252871
