eye_tracker,frame,trial_condition,segment,target_x,target_y,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_pos_vid_x,gaze_pos_vid_y,pup_diam_l_px_x,pup_diam_l_px_y,pup_diam_r_px_x,pup_diam_r_px_y,L POR X [px],L POR Y [px],R POR X [px],R POR Y [px],gaze_target_angle
SMI ETG,453,dilated,1,626,606,28.443,10.14,-21.608,4.94,-0.0051,-0.3088,0.9511,-29.662,9.896,-20.239,4.98,0.0127,-0.287,0.9579,633.17,636.47,109.0,89.0,112.0,90.0,617.55,664.51,671.15,653.75,1.5605832041031626
SMI ETG,454,dilated,1,627,606,28.442,10.14,-21.608,4.92,-0.0037,-0.31,0.9507,-29.662,9.896,-20.239,5.0,0.0132,-0.2871,0.9578,632.12,638.07,109.0,89.0,112.0,90.0,615.99,665.95,670.57,653.86,1.6184254765068025
SMI ETG,454,dilated,1,627,606,28.442,10.14,-21.608,4.9,-0.0042,-0.3093,0.9509,-29.662,9.896,-20.239,5.0,0.0126,-0.2885,0.9574,632.7,637.27,109.0,89.0,112.0,90.0,616.56,665.15,671.23,655.67,1.5842353428338434
SMI ETG,455,dilated,1,627,606,28.442,10.14,-21.608,4.92,-0.0045,-0.3097,0.9508,-29.662,9.896,-20.239,4.98,0.0132,-0.2854,0.9583,632.58,637.6,109.0,89.0,112.0,90.0,616.83,665.58,670.61,651.76,1.5992851216030899
SMI ETG,456,dilated,1,626,606,28.442,10.14,-21.608,4.92,-0.0055,-0.3092,0.951,-29.663,9.896,-20.239,4.98,0.0133,-0.2883,0.9575,633.02,636.84,109.0,89.0,112.0,90.0,618.07,664.95,670.37,655.32,1.576764579942378
SMI ETG,457,dilated,1,626,605,28.442,10.14,-21.608,4.84,-0.0018,-0.3083,0.9513,-29.663,9.896,-20.239,5.0,0.0133,-0.2875,0.9577,630.87,636.28,108.0,89.0,112.0,90.0,613.71,663.83,670.44,654.44,1.5780455423671094
SMI ETG,966,dilated,3,637,600,28.45,10.093,-21.604,4.6,-0.004,-0.3102,0.9507,-29.732,9.882,-20.186,4.74,0.0151,-0.278,0.9605,631.36,638.73,103.0,83.0,106.0,84.0,616.24,666.22,668.46,642.72,1.95112019308633
SMI ETG,967,dilated,3,637,600,28.449,10.093,-21.604,4.6,-0.0058,-0.3075,0.9515,-29.732,9.882,-20.186,4.74,0.0133,-0.2776,0.9606,633.47,634.98,103.0,83.0,106.0,84.0,618.37,662.92,670.56,642.26,1.7532717737147525
SMI ETG,968,dilated,3,637,600,28.449,10.093,-21.604,4.6,-0.0057,-0.3097,0.9508,-29.732,9.882,-20.186,4.74,0.0129,-0.2777,0.9606,633.73,638.35,103.0,83.0,106.0,84.0,618.31,665.68,670.97,642.37,1.9186995098779034
SMI ETG,968,dilated,3,637,600,28.449,10.093,-21.604,4.62,-0.006,-0.3095,0.9509,-29.732,9.882,-20.186,4.76,0.0124,-0.2768,0.9609,634.24,638.37,103.0,83.0,106.0,84.0,618.65,665.41,671.57,641.18,1.9176780257998587
SMI ETG,969,dilated,3,637,600,28.449,10.093,-21.604,4.6,0.0069,-0.3113,0.9503,-29.732,9.882,-20.186,4.78,0.0259,-0.2758,0.9609,618.38,641.05,103.0,84.0,106.0,86.0,603.54,667.62,656.02,640.01,2.2481639990004183
SMI ETG,970,dilated,3,637,600,28.449,10.093,-21.604,4.6,0.0063,-0.3093,0.951,-29.732,9.882,-20.185,4.74,0.0244,-0.2773,0.9605,619.64,638.07,103.0,83.0,106.0,84.0,604.26,665.16,657.69,641.85,2.087557944082761
SMI ETG,971,dilated,3,638,600,28.449,10.093,-21.604,4.58,0.0063,-0.3113,0.9503,-29.732,9.883,-20.185,4.78,0.0261,-0.2753,0.961,618.63,640.72,102.0,83.0,106.0,84.0,604.32,667.71,655.72,639.44,2.24933818836909
SMI ETG,973,dilated,3,638,601,28.449,10.093,-21.604,4.62,0.0072,-0.3097,0.9508,-29.732,9.883,-20.185,4.78,0.0255,-0.276,0.9608,618.43,638.96,103.0,84.0,106.0,86.0,603.22,665.72,656.41,640.27,2.1309093939934476
SMI ETG,974,dilated,3,638,600,28.449,10.093,-21.604,4.62,0.0078,-0.31,0.9507,-29.732,9.883,-20.185,4.78,0.0261,-0.2744,0.9613,617.72,639.91,103.0,84.0,106.0,86.0,602.57,666.09,655.72,638.28,2.233539231473573
SMI ETG,974,dilated,3,638,600,28.449,10.093,-21.604,4.62,0.0081,-0.3103,0.9506,-29.732,9.883,-20.185,4.8,0.0253,-0.2743,0.9613,618.01,641.25,102.0,84.0,106.0,86.0,602.22,666.41,656.64,638.13,2.2864854039546625
SMI ETG,975,dilated,3,638,600,28.449,10.093,-21.604,4.6,0.0083,-0.3079,0.9514,-29.732,9.883,-20.185,4.78,0.0248,-0.277,0.9606,618.2,636.98,103.0,84.0,106.0,86.0,601.89,663.43,657.25,641.47,2.093707862877668
SMI ETG,976,dilated,3,638,601,28.449,10.093,-21.604,4.62,0.0059,-0.3092,0.951,-29.732,9.883,-20.185,4.78,0.0255,-0.2749,0.9611,619.25,637.67,103.0,84.0,106.0,86.0,604.79,665.07,656.42,638.97,2.055229375401169
SMI ETG,977,dilated,3,639,601,28.449,10.093,-21.604,4.6,0.0076,-0.3089,0.9511,-29.732,9.883,-20.185,4.78,0.0262,-0.2749,0.9611,617.81,637.83,103.0,84.0,106.0,86.0,602.78,664.71,655.64,638.89,2.1208733535718394
SMI ETG,978,dilated,3,639,601,28.449,10.093,-21.604,4.62,0.0066,-0.3081,0.9514,-29.732,9.883,-20.184,4.8,0.0254,-0.2764,0.9607,618.9,636.11,103.0,85.0,106.0,88.0,603.92,663.63,656.6,640.71,2.0196979411020743
SMI ETG,978,dilated,3,639,601,28.449,10.093,-21.604,4.62,0.0079,-0.3079,0.9514,-29.732,9.883,-20.184,4.78,0.0269,-0.2761,0.9608,617.19,635.78,103.0,84.0,106.0,86.0,602.41,663.42,654.79,640.37,2.0499086774100372
SMI ETG,979,dilated,3,639,601,28.449,10.093,-21.604,4.62,0.0065,-0.3096,0.9509,-29.732,9.883,-20.184,4.76,0.0259,-0.2752,0.961,618.67,638.28,103.0,84.0,106.0,86.0,604.1,665.52,656.01,639.33,2.119173141750754
SMI ETG,980,dilated,3,640,601,28.449,10.093,-21.604,4.62,0.0071,-0.31,0.9507,-29.732,9.883,-20.184,4.78,0.0256,-0.2754,0.961,618.42,639.54,103.0,84.0,106.0,86.0,603.29,666.11,656.32,639.52,2.2042935244642266
SMI ETG,980,dilated,3,640,601,28.449,10.093,-21.604,4.6,0.0067,-0.308,0.9514,-29.732,9.883,-20.184,4.76,0.0262,-0.2744,0.9613,618.39,636.14,103.0,83.0,106.0,84.0,603.85,663.62,655.7,638.34,2.059856992290779
SMI ETG,981,dilated,3,640,601,28.449,10.093,-21.604,4.62,0.0057,-0.3077,0.9515,-29.732,9.884,-20.184,4.7,0.025,-0.2758,0.9609,619.68,635.44,103.0,83.0,106.0,84.0,604.96,663.16,657.08,640.03,1.9966642656263798
SMI ETG,982,dilated,3,641,601,28.449,10.093,-21.604,4.62,0.0062,-0.3101,0.9507,-29.732,9.884,-20.184,4.76,0.0263,-0.2749,0.9611,618.55,638.8,103.0,83.0,106.0,84.0,604.35,666.16,655.53,638.92,2.1945393351763385
SMI ETG,983,dilated,3,641,601,28.449,10.093,-21.604,4.6,0.004,-0.3077,0.9515,-29.732,9.884,-20.184,4.72,0.0264,-0.2759,0.9608,619.82,634.32,103.0,83.0,106.0,84.0,606.97,663.17,655.35,640.09,1.9720523048740297
SMI ETG,984,dilated,3,642,601,28.449,10.093,-21.604,4.62,0.0059,-0.308,0.9514,-29.733,9.884,-20.184,4.72,0.0275,-0.2761,0.9607,618.0,635.03,103.0,83.0,106.0,84.0,604.69,663.61,654.09,640.38,2.0803676160642155
SMI ETG,985,dilated,3,642,602,28.449,10.093,-21.604,4.62,0.0067,-0.3095,0.9509,-29.733,9.884,-20.183,4.7,0.0268,-0.277,0.9605,617.95,637.51,103.0,83.0,106.0,84.0,603.78,665.45,654.9,641.49,2.141692547221215
SMI ETG,986,dilated,3,642,600,28.449,10.093,-21.604,4.6,0.0063,-0.309,0.9511,-29.733,9.884,-20.183,4.7,0.0276,-0.2773,0.9604,617.76,636.27,103.0,83.0,106.0,84.0,604.27,664.77,654.02,641.87,2.1789907780382345
SMI ETG,986,dilated,3,642,600,28.449,10.093,-21.604,4.6,0.006,-0.3079,0.9514,-29.733,9.884,-20.183,4.72,0.0269,-0.2762,0.9607,618.35,634.98,102.0,83.0,106.0,84.0,604.64,663.38,654.82,640.51,2.1094286315071855
SMI ETG,987,dilated,3,641,601,28.449,10.092,-21.604,4.6,0.0034,-0.3081,0.9514,-29.733,9.884,-20.183,4.72,0.0267,-0.2758,0.9609,620.02,634.58,102.0,83.0,106.0,84.0,607.65,663.61,655.06,640.01,1.9775841942888988
SMI ETG,988,dilated,3,641,600,28.449,10.092,-21.604,4.62,0.0075,-0.3084,0.9512,-29.733,9.884,-20.183,4.72,0.0271,-0.2768,0.9605,617.28,636.15,103.0,83.0,106.0,84.0,602.84,664.07,654.54,641.3,2.1594801531940853
SMI ETG,989,dilated,3,642,601,28.449,10.093,-21.604,4.62,0.0055,-0.3101,0.9507,-29.733,9.885,-20.183,4.7,0.028,-0.2774,0.9603,617.97,637.44,103.0,83.0,106.0,84.0,605.22,666.2,653.5,642.04,2.1797776039743098
SMI ETG,989,dilated,3,642,601,28.449,10.093,-21.604,4.6,0.0041,-0.3104,0.9506,-29.733,9.885,-20.183,4.72,0.0246,-0.2771,0.9605,620.85,638.61,102.0,83.0,106.0,84.0,606.88,666.58,657.44,641.66,2.1537740120089124
SMI ETG,990,dilated,3,642,600,28.449,10.093,-21.604,4.62,0.0045,-0.311,0.9504,-29.733,9.885,-20.183,4.72,0.0266,-0.2769,0.9605,619.39,638.8,103.0,83.0,106.0,84.0,606.37,667.25,655.11,641.38,2.2417995294453266
SMI ETG,991,dilated,3,642,600,28.449,10.093,-21.604,4.6,0.0071,-0.3088,0.9511,-29.733,9.885,-20.182,4.74,0.0261,-0.2758,0.9609,618.12,637.26,102.0,83.0,106.0,84.0,603.33,664.61,655.7,639.97,2.210079338164436
SMI ETG,992,dilated,3,642,600,28.449,10.093,-21.604,4.62,0.0058,-0.3082,0.9513,-29.733,9.885,-20.182,4.76,0.0261,-0.2751,0.9611,618.9,635.83,103.0,83.0,106.0,84.0,604.8,663.79,655.73,639.17,2.1293078356926096
SMI ETG,993,dilated,3,643,601,28.448,10.093,-21.604,4.6,0.0051,-0.3076,0.9515,-29.733,9.885,-20.182,4.7,0.0258,-0.2754,0.961,619.54,634.76,102.0,83.0,106.0,84.0,605.72,663.06,656.05,639.59,2.0539476004506083
SMI ETG,993,dilated,3,643,601,28.448,10.093,-21.605,4.6,0.0069,-0.3108,0.9505,-29.733,9.885,-20.182,4.76,0.0255,-0.2754,0.961,618.65,640.62,103.0,83.0,106.0,84.0,603.63,667.05,656.43,639.57,2.321276317164219
SMI ETG,994,dilated,3,643,601,28.448,10.093,-21.605,4.6,0.0062,-0.3085,0.9512,-29.733,9.885,-20.182,4.76,0.0262,-0.2753,0.961,618.62,636.41,102.0,83.0,106.0,84.0,604.37,664.22,655.61,639.46,2.147456044785012
SMI ETG,995,dilated,3,643,601,28.448,10.093,-21.605,4.6,0.0074,-0.3079,0.9514,-29.733,9.886,-20.182,4.74,0.0265,-0.2763,0.9607,617.72,635.8,103.0,84.0,106.0,86.0,602.94,663.49,655.28,640.68,2.148950756781827
SMI ETG,996,dilated,3,643,601,28.448,10.093,-21.605,4.6,0.0064,-0.3078,0.9514,-29.733,9.886,-20.182,4.64,0.025,-0.2762,0.9608,619.22,635.8,103.0,83.0,106.0,84.0,604.12,663.28,657.01,640.55,2.1054822735090344
SMI ETG,998,dilated,3,643,601,28.448,10.094,-21.605,4.6,0.0073,-0.3098,0.9508,-29.733,9.886,-20.182,4.76,0.0254,-0.2754,0.961,618.48,639.45,103.0,84.0,106.0,86.0,603.16,665.87,656.57,639.55,2.276754734684681
SMI ETG,999,dilated,3,643,601,28.448,10.094,-21.605,4.6,0.0072,-0.3104,0.9506,-29.733,9.886,-20.182,4.74,0.0259,-0.2762,0.9608,618.23,639.76,103.0,83.0,106.0,84.0,603.22,666.56,656.02,640.54,2.296446785279901
SMI ETG,999,dilated,3,643,601,28.448,10.094,-21.605,4.6,0.0064,-0.3084,0.9513,-29.733,9.886,-20.181,4.76,0.0259,-0.2753,0.961,618.69,636.37,103.0,84.0,106.0,86.0,604.19,664.0,655.93,639.4,2.1438292014871765
SMI ETG,1000,dilated,3,643,601,28.448,10.094,-21.605,4.6,0.0084,-0.3084,0.9512,-29.733,9.886,-20.181,4.76,0.0266,-0.2747,0.9612,617.02,637.36,103.0,84.0,106.0,86.0,601.77,664.09,655.13,638.74,2.232155964373702
SMI ETG,1001,dilated,3,643,601,28.447,10.094,-21.605,4.62,0.0063,-0.3078,0.9514,-29.733,9.886,-20.181,4.74,0.0266,-0.2754,0.961,618.33,635.29,103.0,83.0,106.0,84.0,604.22,663.34,655.2,639.53,2.110518701717932
SMI ETG,1001,dilated,3,643,601,28.447,10.094,-21.605,4.62,0.0077,-0.3081,0.9513,-29.733,9.886,-20.181,4.76,0.026,-0.2752,0.961,617.84,636.66,103.0,84.0,106.0,86.0,602.61,663.67,655.85,639.27,2.180041097550263
SMI ETG,1003,dilated,3,643,602,28.447,10.094,-21.605,4.62,0.005,-0.309,0.9511,-29.733,9.886,-20.181,4.76,0.0255,-0.2758,0.9609,619.76,636.78,103.0,84.0,106.0,86.0,605.8,664.81,656.39,640.04,2.089085409973678
SMI ETG,1004,dilated,3,643,602,28.447,10.094,-21.605,4.6,0.0058,-0.3098,0.9508,-29.733,9.887,-20.181,4.74,0.0267,-0.2754,0.961,618.54,637.79,103.0,84.0,106.0,86.0,604.84,665.76,655.01,639.57,2.1648640472152954
SMI ETG,1004,dilated,3,643,602,28.447,10.094,-21.605,4.6,0.0051,-0.3097,0.9508,-29.733,9.887,-20.181,4.78,0.0262,-0.2762,0.9607,619.29,637.43,103.0,84.0,106.0,86.0,605.64,665.61,655.65,640.53,2.1289720102262026
SMI ETG,1005,dilated,3,643,602,28.447,10.095,-21.605,4.6,0.006,-0.3104,0.9506,-29.733,9.887,-20.181,4.76,0.0263,-0.2759,0.9608,618.7,638.91,103.0,83.0,106.0,84.0,604.6,666.5,655.57,640.12,2.206399449681699
SMI ETG,1006,dilated,3,643,601,28.447,10.095,-21.605,4.62,0.005,-0.3099,0.9507,-29.733,9.887,-20.181,4.74,0.0265,-0.2755,0.9609,619.23,637.8,103.0,84.0,106.0,86.0,605.84,665.98,655.34,639.64,2.187665597379782
SMI ETG,1007,dilated,3,642,601,28.447,10.095,-21.605,4.62,0.0032,-0.311,0.9504,-29.733,9.887,-20.18,4.76,0.0246,-0.2766,0.9607,621.4,639.14,103.0,84.0,106.0,86.0,607.94,667.29,657.45,641.0,2.163398130194971
SMI ETG,1007,dilated,3,642,601,28.447,10.095,-21.605,4.6,-0.0053,-0.3071,0.9517,-29.733,9.887,-20.18,4.74,0.0153,-0.2761,0.961,631.96,634.03,103.0,83.0,106.0,84.0,617.74,662.37,668.24,640.32,1.7225105276399577
SMI ETG,1008,dilated,3,643,601,28.447,10.095,-21.605,4.6,-0.0055,-0.3097,0.9508,-29.733,9.887,-20.18,4.74,0.0147,-0.2758,0.9611,632.56,637.92,103.0,83.0,106.0,84.0,618.06,665.62,668.91,639.95,1.9135266345743482
SMI ETG,1009,dilated,3,642,602,28.447,10.095,-21.605,4.6,-0.0057,-0.3094,0.9509,-29.733,9.887,-20.18,4.76,0.0159,-0.2755,0.9612,632.0,636.93,103.0,84.0,106.0,86.0,618.32,665.23,667.61,639.66,1.8120593724144283
SMI ETG,1009,dilated,3,642,602,28.446,10.095,-21.605,4.6,-0.0072,-0.3092,0.951,-29.733,9.887,-20.18,4.74,0.0173,-0.2758,0.9611,631.98,635.72,103.0,83.0,106.0,84.0,620.05,664.94,665.94,640.0,1.754689201082527
SMI ETG,1010,dilated,3,643,601,28.446,10.095,-21.605,4.6,-0.0062,-0.309,0.951,-29.733,9.887,-20.18,4.76,0.0167,-0.2768,0.9608,631.69,635.92,103.0,84.0,106.0,86.0,618.79,664.79,666.64,641.25,1.8312707556412313
SMI ETG,1011,dilated,3,643,601,28.446,10.095,-21.605,4.64,-0.0088,-0.309,0.951,-29.733,9.888,-20.18,4.74,0.0149,-0.276,0.961,634.34,635.64,103.0,83.0,106.0,84.0,621.88,664.69,668.71,640.26,1.7810428887395606
SMI ETG,1012,dilated,3,642,601,28.446,10.095,-21.605,4.6,-0.0054,-0.3097,0.9508,-29.734,9.888,-20.18,4.76,0.0145,-0.2775,0.9606,632.57,637.77,103.0,84.0,106.0,86.0,617.88,665.61,669.19,642.09,1.8930279383958488
SMI ETG,1013,dilated,3,642,601,28.446,10.095,-21.605,4.6,-0.0078,-0.3062,0.952,-29.734,9.888,-20.18,4.76,0.0156,-0.2751,0.9613,633.25,632.13,103.0,83.0,106.0,84.0,620.63,661.22,667.91,639.15,1.6136551367625858
SMI ETG,1014,dilated,3,642,601,28.446,10.095,-21.605,4.6,-0.0054,-0.3084,0.9512,-29.734,9.888,-20.18,4.76,0.0155,-0.2761,0.961,631.96,635.79,103.0,84.0,106.0,86.0,617.91,664.06,667.99,640.3,1.8062929781526436
SMI ETG,1015,dilated,3,642,601,28.446,10.095,-21.605,4.6,-0.0058,-0.3074,0.9516,-29.734,9.888,-20.179,4.76,0.0146,-0.2761,0.961,632.72,634.5,103.0,83.0,106.0,84.0,618.39,662.75,669.04,640.35,1.7342299981882123
SMI ETG,1015,dilated,3,642,601,28.445,10.095,-21.605,4.6,-0.0094,-0.3047,0.9524,-29.734,9.888,-20.179,4.76,0.0117,-0.2725,0.9621,636.6,630.88,103.0,83.0,106.0,86.0,622.57,659.35,672.39,635.97,1.5150291607124569
SMI ETG,1016,dilated,3,642,601,28.445,10.095,-21.605,4.6,-0.009,-0.3056,0.9521,-29.734,9.888,-20.179,4.76,0.0127,-0.274,0.9616,635.71,631.86,103.0,84.0,106.0,86.0,622.06,660.53,671.23,637.83,1.5713609090896565
SMI ETG,1017,dilated,3,642,601,28.445,10.095,-21.605,4.6,-0.009,-0.3051,0.9523,-29.734,9.888,-20.179,4.76,0.0119,-0.2742,0.9616,636.22,631.33,103.0,84.0,106.0,86.0,622.12,659.83,672.19,638.03,1.5405293490463021
SMI ETG,1018,dilated,3,642,601,28.445,10.095,-21.605,4.6,-0.0111,-0.3071,0.9516,-29.734,9.888,-20.179,4.74,0.0118,-0.2744,0.9615,637.55,633.51,104.0,83.0,106.0,84.0,624.5,662.38,672.33,638.33,1.6366345962124946
SMI ETG,1018,dilated,3,642,601,28.445,10.095,-21.605,4.6,-0.011,-0.304,0.9526,-29.734,9.889,-20.179,4.74,0.0109,-0.2747,0.9615,637.89,629.64,103.0,83.0,104.0,86.0,624.39,658.49,673.3,638.63,1.4437178714270438
SMI ETG,1019,dilated,3,642,601,28.445,10.096,-21.605,4.62,-0.0078,-0.3076,0.9515,-29.734,9.889,-20.179,4.76,0.011,-0.2758,0.9612,636.09,635.52,104.0,83.0,106.0,84.0,620.67,663.0,673.22,640.02,1.7465735520617736
SMI ETG,1020,dilated,3,642,601,28.444,10.096,-21.605,4.62,-0.0094,-0.3056,0.9521,-29.734,9.889,-20.179,4.78,0.0115,-0.2735,0.9618,636.72,632.21,104.0,84.0,106.0,86.0,622.55,660.56,672.64,637.2,1.5791094333927993
SMI ETG,1021,dilated,3,642,602,28.444,10.096,-21.605,4.64,-0.0097,-0.3064,0.9519,-29.734,9.889,-20.179,4.76,0.0107,-0.2753,0.9613,637.36,633.22,105.0,85.0,108.0,86.0,622.86,661.47,673.63,639.44,1.5742104607585727
SMI ETG,1023,dilated,3,642,602,28.444,10.096,-21.605,4.6,-0.0124,-0.3047,0.9524,-29.734,9.889,-20.179,4.78,0.0096,-0.2764,0.961,639.5,630.48,104.0,83.0,108.0,86.0,626.08,659.35,674.83,640.72,1.4261653910270187
SMI ETG,1024,dilated,3,642,601,28.444,10.096,-21.605,4.62,-0.0103,-0.3059,0.952,-29.734,9.889,-20.179,4.78,0.0101,-0.2749,0.9614,638.09,632.66,105.0,84.0,108.0,86.0,623.58,660.93,674.33,638.9,1.5912173504994207
SMI ETG,1024,dilated,3,642,601,28.444,10.096,-21.606,4.64,-0.0081,-0.3069,0.9517,-29.734,9.889,-20.178,4.78,0.0104,-0.2766,0.9609,636.55,634.54,105.0,85.0,108.0,86.0,621.01,662.18,673.86,640.93,1.6947338044231797
SMI ETG,1025,dilated,3,641,600,28.444,10.096,-21.606,4.72,-0.0099,-0.306,0.952,-29.734,9.889,-20.178,4.8,0.0105,-0.2797,0.96,637.41,632.44,105.0,86.0,108.0,88.0,623.08,660.98,673.79,644.74,1.6281454066261245
SMI ETG,1025,dilated,3,641,600,28.444,10.096,-21.606,4.7,-0.0091,-0.3054,0.9522,-29.734,9.89,-20.178,4.78,0.0109,-0.2788,0.9603,636.69,631.79,105.0,85.0,108.0,86.0,622.17,660.27,673.27,643.69,1.600521727775303
SMI ETG,1027,dilated,3,640,599,28.443,10.096,-21.606,4.68,-0.0084,-0.3054,0.9522,-29.734,9.89,-20.178,4.78,0.0089,-0.2782,0.9605,637.59,632.62,105.0,85.0,108.0,86.0,621.43,660.3,675.64,643.0,1.6814653388947698
SMI ETG,1027,dilated,3,640,599,28.443,10.097,-21.606,4.72,-0.0116,-0.3065,0.9518,-29.734,9.889,-20.178,4.78,0.0091,-0.2782,0.9605,639.36,633.1,105.0,85.0,108.0,86.0,625.17,661.67,675.42,642.91,1.7012541203676772
SMI ETG,1028,dilated,3,640,599,28.443,10.097,-21.606,4.72,-0.0118,-0.3059,0.952,-29.734,9.89,-20.178,4.78,0.0064,-0.2772,0.9608,641.11,633.06,105.0,85.0,108.0,86.0,625.39,660.86,678.51,641.68,1.6998478667429369
SMI ETG,1029,dilated,3,641,599,28.443,10.097,-21.606,4.7,-0.0121,-0.309,0.951,-29.734,9.89,-20.178,4.8,0.0057,-0.2794,0.9602,641.81,637.4,104.0,86.0,106.0,88.0,625.76,664.79,679.37,644.42,1.9149795968628274
SMI ETG,1030,dilated,3,640,599,28.442,10.097,-21.606,4.72,-0.0126,-0.307,0.9516,-29.735,9.89,-20.178,4.8,0.0058,-0.2792,0.9602,641.93,634.25,104.0,86.0,106.0,88.0,626.32,662.2,679.24,644.12,1.7607252080632991
SMI ETG,1030,dilated,3,640,599,28.442,10.097,-21.606,4.68,-0.012,-0.3111,0.9503,-29.735,9.89,-20.178,4.78,0.0052,-0.2755,0.9613,642.4,642.17,104.0,84.0,106.0,86.0,625.68,667.39,679.89,639.69,2.1546169010472687
SMI ETG,1031,dilated,3,640,599,28.442,10.097,-21.606,4.68,-0.0124,-0.3105,0.9505,-29.734,9.89,-20.177,4.8,0.0057,-0.277,0.9608,642.21,640.09,104.0,86.0,106.0,88.0,626.13,666.66,679.4,641.53,2.0510586610070645
SMI ETG,1032,dilated,3,640,599,28.442,10.097,-21.606,4.7,-0.0121,-0.31,0.9507,-29.734,9.89,-20.177,4.8,0.0062,-0.2785,0.9604,641.59,638.67,105.0,86.0,108.0,88.0,625.79,665.93,678.75,643.27,1.9792026288482913
SMI ETG,1033,dilated,3,640,598,28.441,10.097,-21.606,4.72,-0.0126,-0.3094,0.9508,-29.735,9.89,-20.177,4.8,0.0089,-0.2777,0.9606,640.21,636.79,105.0,86.0,108.0,88.0,626.34,665.29,675.68,642.31,1.934350652945381
SMI ETG,1034,dilated,3,640,599,28.441,10.097,-21.606,4.7,-0.0112,-0.3111,0.9503,-29.735,9.891,-20.177,4.8,0.0059,-0.2792,0.9602,641.29,640.99,105.0,85.0,108.0,88.0,624.71,667.39,679.12,644.23,2.0937392713480154
SMI ETG,1035,dilated,3,640,599,28.441,10.097,-21.606,4.74,-0.015,-0.3096,0.9508,-29.735,9.891,-20.177,4.8,0.0066,-0.2766,0.961,643.02,637.11,105.0,85.0,108.0,86.0,629.09,665.49,678.3,641.03,1.9061376364908786
SMI ETG,1036,dilated,3,640,599,28.441,10.097,-21.606,4.76,-0.0166,-0.308,0.9512,-29.735,9.891,-20.177,4.8,0.0073,-0.2753,0.9613,643.54,634.42,104.0,85.0,106.0,86.0,630.97,663.52,677.55,639.36,1.7753774172424235
SMI ETG,1036,dilated,3,640,599,28.44,10.097,-21.606,4.74,-0.0178,-0.3091,0.9509,-29.735,9.891,-20.177,4.8,0.0074,-0.277,0.9608,644.13,635.54,105.0,86.0,108.0,88.0,632.37,664.9,677.38,641.49,1.8338430557409633
SMI ETG,1037,dilated,3,639,599,28.44,10.097,-21.606,4.78,-0.0161,-0.3071,0.9516,-29.735,9.891,-20.177,4.8,0.0079,-0.2764,0.961,642.77,633.17,105.0,86.0,108.0,88.0,630.38,662.36,676.8,640.72,1.714832217978965
SMI ETG,1038,dilated,3,640,599,28.44,10.097,-21.606,4.74,-0.0169,-0.3081,0.9512,-29.735,9.891,-20.177,4.8,0.0069,-0.277,0.9609,643.88,634.49,105.0,86.0,108.0,88.0,631.28,663.6,678.02,641.45,1.780613569653211
SMI ETG,1039,dilated,3,639,599,28.44,10.097,-21.606,4.74,-0.0175,-0.3081,0.9512,-29.735,9.892,-20.177,4.8,0.0069,-0.2752,0.9614,644.3,634.44,104.0,85.0,108.0,86.0,632.01,663.65,677.99,639.27,1.7873381217380284
SMI ETG,1040,dilated,3,639,599,28.439,10.097,-21.606,4.7,-0.0156,-0.3076,0.9514,-29.735,9.892,-20.177,4.8,0.0066,-0.2763,0.9611,643.3,634.19,105.0,86.0,108.0,88.0,629.77,662.94,678.34,640.63,1.768258085626484
SMI ETG,1040,dilated,3,639,599,28.439,10.097,-21.606,4.72,-0.016,-0.3069,0.9516,-29.735,9.892,-20.176,4.82,0.0058,-0.2787,0.9604,643.86,633.34,104.0,86.0,108.0,88.0,630.26,662.13,679.18,643.58,1.730064874628114
SMI ETG,1040,dilated,3,639,599,28.439,10.097,-21.606,4.72,-0.0155,-0.3076,0.9514,-29.735,9.892,-20.176,4.8,0.0074,-0.2768,0.9609,642.74,634.01,104.0,85.0,108.0,86.0,629.65,662.96,677.42,641.2,1.7561683800525487
SMI ETG,1042,dilated,3,639,599,28.439,10.097,-21.606,4.72,-0.0136,-0.3086,0.9511,-29.735,9.892,-20.176,4.8,0.0098,-0.2776,0.9607,640.19,635.18,105.0,86.0,108.0,88.0,627.52,664.23,674.58,642.17,1.805278828173567
SMI ETG,1042,dilated,3,639,599,28.439,10.097,-21.606,4.7,-0.0135,-0.3091,0.951,-29.735,9.892,-20.176,4.8,0.0096,-0.2766,0.9609,640.33,635.89,105.0,85.0,108.0,86.0,627.42,664.81,674.83,641.0,1.8407702066490073
SMI ETG,1043,dilated,3,639,599,28.438,10.097,-21.607,4.7,-0.0146,-0.3073,0.9515,-29.735,9.892,-20.176,4.82,0.0076,-0.2769,0.9609,642.08,633.77,105.0,85.0,108.0,86.0,628.59,662.57,677.21,641.3,1.7410718599026251
SMI ETG,1044,dilated,3,640,598,28.438,10.097,-21.607,4.76,-0.0173,-0.3075,0.9514,-29.735,9.893,-20.176,4.82,0.0088,-0.2791,0.9602,642.82,633.54,105.0,86.0,108.0,88.0,631.74,662.84,675.74,644.05,1.778443793826476
