eye_tracker,frame,trial_condition,segment,target_x,target_y,timestamp,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_pos_vid_x,gaze_pos_vid_y,gaze_pos_3d_x,gaze_pos_3d_y,gaze_pos_3d_z,gaze_target_angle
Tobii Glasses 2,1066,constricted,2,993,344,42615.42,-0.0502,0.1974,0.979,29.97,-25.42,-29.48,2.51,0.0234,0.1907,0.9814,-32.95,-25.0,-28.96,2.57,1002.24,352.08,-12.84,139.23,801.36,0.6035191747188526
Tobii Glasses 2,1066,constricted,2,993,344,42625.404,-0.0459,0.2061,0.9775,29.97,-25.7,-29.27,2.54,0.0192,0.1819,0.9831,-33.07,-24.74,-29.04,2.63,1002.24,352.188,-12.92,139.71,804.26,0.6069656519160269
Tobii Glasses 2,1066,constricted,2,993,344,42635.4,-0.0503,0.1968,0.9791,29.97,-25.41,-29.49,2.51,0.0235,0.1907,0.9814,-32.95,-25.0,-28.95,2.57,1002.24,352.512,-12.83,138.85,800.79,0.6174566158365974
Tobii Glasses 2,1067,constricted,2,993,344,42645.392,-0.0459,0.2056,0.9776,29.97,-25.7,-29.28,2.54,0.0194,0.1816,0.9832,-33.07,-24.75,-29.03,2.64,1002.24,352.62,-12.82,139.1,802.84,0.6210027089427692
Tobii Glasses 2,1067,constricted,2,993,344,42655.388,-0.05,0.1965,0.9792,29.97,-25.41,-29.49,2.52,0.0235,0.1904,0.9814,-32.95,-25.0,-28.95,2.58,1002.048,352.728,-12.76,139.28,804.32,0.617627273570764
Tobii Glasses 2,1067,constricted,2,993,344,42665.372,-0.0462,0.2047,0.9777,29.97,-25.69,-29.29,2.55,0.0201,0.1816,0.9832,-33.07,-24.75,-29.03,2.64,1001.856,353.376,-12.62,138.22,800.4,0.6331157995371604
Tobii Glasses 2,1067,constricted,2,993,344,42675.364,-0.0503,0.1953,0.9794,29.97,-25.41,-29.5,2.52,0.0237,0.1905,0.9814,-32.95,-25.0,-28.95,2.58,1002.24,353.592,-12.76,138.08,800.62,0.6539446387299335
Tobii Glasses 2,1068,constricted,2,993,345,42685.36,-0.0459,0.2044,0.9778,29.97,-25.69,-29.29,2.55,0.0191,0.1808,0.9833,-33.07,-24.75,-29.03,2.64,1002.24,353.7,-13.02,139.56,809.86,0.6237925562627284
Tobii Glasses 2,1068,constricted,2,993,345,42695.352,-0.0498,0.1954,0.9795,29.97,-25.41,-29.49,2.52,0.0228,0.1886,0.9818,-32.95,-24.99,-28.97,2.58,1002.432,354.24,-13.11,139.74,813.12,0.648794397385366
Tobii Glasses 2,1068,constricted,2,993,345,42705.341,-0.0463,0.2042,0.9778,29.97,-25.69,-29.29,2.56,0.0183,0.1794,0.9836,-33.07,-24.74,-29.04,2.64,1003.008,354.888,-13.46,137.59,803.24,0.6913058985170241
Tobii Glasses 2,1069,constricted,2,994,345,42715.333,-0.0511,0.1953,0.9794,29.96,-25.41,-29.49,2.53,0.0223,0.1882,0.9819,-32.95,-24.98,-28.97,2.59,1003.392,354.996,-13.7,137.53,802.97,0.6735247011014952
Tobii Glasses 2,1069,constricted,2,994,345,42725.354,-0.0463,0.2044,0.9778,29.96,-25.69,-29.29,2.57,0.0177,0.1797,0.9836,-33.07,-24.74,-29.04,2.65,1003.392,354.348,-13.83,139.14,810.04,0.6510590957463286
Tobii Glasses 2,1069,constricted,2,994,345,42735.351,-0.0511,0.1955,0.9794,29.96,-25.41,-29.49,2.54,0.0216,0.1885,0.9818,-32.96,-24.98,-28.97,2.59,1003.776,354.348,-14.17,139.54,812.29,0.6648116808838187
Tobii Glasses 2,1069,constricted,2,994,345,42745.336,-0.0478,0.204,0.9778,29.96,-25.69,-29.29,2.57,0.0173,0.1798,0.9836,-33.07,-24.74,-29.05,2.66,1004.544,354.78,-14.57,137.78,803.74,0.7070845590368909
Tobii Glasses 2,1070,constricted,2,994,345,42755.33,-0.0522,0.1954,0.9793,29.96,-25.41,-29.49,2.55,0.0211,0.1881,0.9819,-32.96,-24.98,-28.97,2.6,1004.736,354.888,-14.71,137.78,804.21,0.7176764266738861
Tobii Glasses 2,1070,constricted,2,994,345,42765.324,-0.0472,0.2041,0.9778,29.96,-25.69,-29.29,2.57,0.0166,0.1794,0.9836,-33.07,-24.74,-29.05,2.66,1004.544,354.672,-14.67,139.18,811.48,0.7035439894300892
Tobii Glasses 2,1070,constricted,2,994,345,42775.315,-0.0515,0.1954,0.9794,29.96,-25.41,-29.49,2.56,0.0208,0.188,0.982,-32.96,-24.98,-28.97,2.6,1004.544,354.564,-14.74,139.92,815.46,0.7000248313606514
Tobii Glasses 2,1070,constricted,2,994,345,42785.304,-0.0479,0.2037,0.9779,29.96,-25.69,-29.3,2.58,0.0163,0.1793,0.9837,-33.08,-24.74,-29.05,2.67,1005.312,355.104,-15.12,138.77,810.74,0.7460122829098239
Tobii Glasses 2,1071,constricted,2,994,344,42795.296,-0.0522,0.1949,0.9794,29.96,-25.41,-29.49,2.56,0.0204,0.188,0.982,-32.95,-24.98,-28.97,2.61,1005.312,354.996,-15.17,139.15,812.63,0.7752488764855245
Tobii Glasses 2,1071,constricted,2,994,344,42805.291,-0.0474,0.2037,0.9779,29.96,-25.69,-29.3,2.58,0.0159,0.1791,0.9837,-33.07,-24.74,-29.05,2.67,1005.12,354.888,-15.16,140.08,817.7,0.7647265803613008
Tobii Glasses 2,1071,constricted,2,994,344,42815.284,-0.052,0.1955,0.9793,29.96,-25.41,-29.49,2.57,0.0198,0.1864,0.9823,-32.96,-24.97,-28.99,2.61,1005.504,355.536,-15.36,139.32,815.89,0.8004324405404596
Tobii Glasses 2,1071,constricted,2,994,344,42825.268,-0.0476,0.2032,0.978,29.96,-25.69,-29.29,2.59,0.0153,0.1776,0.984,-33.08,-24.73,-29.05,2.67,1005.504,356.4,-15.42,138.17,812.54,0.8305529361024037
Tobii Glasses 2,1072,constricted,2,994,344,42835.264,-0.0519,0.195,0.9794,29.96,-25.41,-29.48,2.57,0.0198,0.1855,0.9824,-32.96,-24.97,-28.99,2.62,1005.504,356.4,-15.36,138.72,815.98,0.8305529361024037
Tobii Glasses 2,1072,constricted,2,994,344,42845.255,-0.0463,0.2034,0.978,29.96,-25.69,-29.29,2.59,0.0148,0.1771,0.9841,-33.08,-24.73,-29.05,2.67,1005.12,356.184,-15.26,140.11,823.21,0.8098271952861321
Tobii Glasses 2,1072,constricted,2,994,344,42855.251,-0.0512,0.195,0.9795,29.96,-25.42,-29.48,2.57,0.0196,0.1856,0.9824,-32.96,-24.97,-28.99,2.62,1005.12,355.968,-15.31,140.95,827.13,0.8021429547039856
Tobii Glasses 2,1072,constricted,2,994,344,42865.268,-0.0468,0.2033,0.978,29.96,-25.69,-29.29,2.59,0.0147,0.1773,0.984,-33.08,-24.73,-29.05,2.68,1005.504,356.184,-15.55,140.03,822.57,0.8229251621294045
Tobii Glasses 2,1073,constricted,2,994,344,42875.26,-0.0517,0.1957,0.9793,29.96,-25.42,-29.48,2.57,0.0192,0.1841,0.9827,-32.96,-24.96,-29.0,2.62,1005.696,356.832,-15.54,138.52,816.5,0.8524520328929849
Tobii Glasses 2,1073,constricted,2,994,344,42885.254,-0.0461,0.2038,0.9779,29.96,-25.69,-29.29,2.59,0.0147,0.177,0.9841,-33.08,-24.73,-29.06,2.68,1005.12,356.184,-15.16,139.53,819.75,0.8098271952861321
Tobii Glasses 2,1073,constricted,2,994,344,42895.246,-0.0515,0.1963,0.9792,29.96,-25.41,-29.48,2.57,0.0195,0.1854,0.9825,-32.96,-24.97,-28.99,2.62,1005.312,355.536,-15.33,139.74,818.43,0.793673118317834
Tobii Glasses 2,1073,constricted,2,994,344,42905.235,-0.0469,0.2041,0.9778,29.96,-25.69,-29.29,2.58,0.015,0.1778,0.984,-33.08,-24.73,-29.05,2.68,1005.312,355.644,-15.33,139.16,815.22,0.7974105402801717
Tobii Glasses 2,1074,constricted,2,994,344,42915.228,-0.0513,0.1962,0.9792,29.96,-25.41,-29.48,2.57,0.02,0.1859,0.9824,-32.96,-24.97,-28.99,2.62,1004.928,355.32,-15.07,139.83,818.09,0.7727757906946859
Tobii Glasses 2,1074,constricted,2,994,344,42925.218,-0.0465,0.2039,0.9779,29.96,-25.69,-29.29,2.58,0.0156,0.1785,0.9838,-33.08,-24.73,-29.05,2.68,1004.736,355.104,-15.0,140.76,822.29,0.7585830803821104
Tobii Glasses 2,1074,constricted,2,994,344,42935.215,-0.051,0.1967,0.9791,29.96,-25.41,-29.49,2.57,0.0198,0.185,0.9825,-32.96,-24.96,-29.01,2.62,1004.928,355.536,-15.03,139.8,818.8,0.780323777243025
Tobii Glasses 2,1074,constricted,2,994,344,42945.2,-0.0471,0.2035,0.9779,29.96,-25.69,-29.3,2.58,0.0157,0.1776,0.984,-33.08,-24.73,-29.06,2.68,1005.12,356.184,-15.06,138.17,811.8,0.8098271952861321
Tobii Glasses 2,1074,constricted,2,994,344,42955.195,-0.0515,0.1964,0.9792,29.96,-25.41,-29.49,2.56,0.0199,0.1843,0.9827,-32.97,-24.96,-29.01,2.62,1005.12,356.508,-15.05,137.52,809.39,0.8214705533573663
Tobii Glasses 2,1075,constricted,2,994,344,42965.188,-0.0464,0.2033,0.978,29.96,-25.68,-29.3,2.57,0.0156,0.1771,0.9841,-33.08,-24.73,-29.06,2.67,1004.736,356.508,-14.86,138.61,815.62,0.8087884040636492
Tobii Glasses 2,1075,constricted,2,994,344,42975.21,-0.0506,0.1954,0.9794,29.96,-25.41,-29.5,2.56,0.02,0.1855,0.9824,-32.96,-24.97,-29.0,2.61,1004.352,355.752,-14.85,141.07,827.1,0.7685501210196638
Tobii Glasses 2,1075,constricted,2,994,344,42985.199,-0.0463,0.2028,0.9781,29.96,-25.68,-29.3,2.57,0.0159,0.1781,0.9839,-33.08,-24.73,-29.05,2.67,1004.352,355.752,-14.88,141.24,828.22,0.7685501210196638
Tobii Glasses 2,1075,constricted,2,994,344,42995.189,-0.0504,0.1944,0.9796,29.96,-25.41,-29.5,2.55,0.0204,0.1857,0.9824,-32.96,-24.97,-29.0,2.61,1003.968,356.184,-14.62,141.05,828.86,0.7719915613655355
Tobii Glasses 2,1076,constricted,2,994,344,43005.185,-0.0458,0.2026,0.9782,29.96,-25.68,-29.3,2.57,0.0168,0.1782,0.9839,-33.08,-24.73,-29.05,2.66,1003.584,355.86,-14.25,140.97,826.99,0.7476559146659518
Tobii Glasses 2,1076,constricted,2,994,344,43015.178,-0.0504,0.1939,0.9797,29.96,-25.41,-29.5,2.55,0.0216,0.1873,0.9821,-32.96,-24.98,-28.98,2.6,1003.392,355.752,-14.0,139.86,820.08,0.7375371160028205
Tobii Glasses 2,1076,constricted,2,994,344,43025.164,-0.0463,0.2029,0.9781,29.96,-25.68,-29.3,2.57,0.0176,0.1786,0.9838,-33.08,-24.74,-29.05,2.66,1003.392,355.86,-13.9,138.87,814.73,0.7416236224206184
Tobii Glasses 2,1076,constricted,2,994,344,43035.159,-0.0508,0.1943,0.9796,29.96,-25.4,-29.5,2.55,0.022,0.1874,0.982,-32.96,-24.98,-28.98,2.59,1003.392,355.752,-13.86,138.37,811.38,0.7375371160028205
Tobii Glasses 2,1077,constricted,2,994,344,43045.15,-0.0462,0.2033,0.978,29.96,-25.68,-29.31,2.57,0.0179,0.1789,0.9837,-33.08,-24.74,-29.05,2.65,1003.2,355.428,-13.71,138.86,812.91,0.7192763774056093
Tobii Glasses 2,1077,constricted,2,994,344,43055.146,-0.0508,0.1945,0.9796,29.96,-25.4,-29.51,2.54,0.0223,0.1879,0.9819,-32.96,-24.98,-28.98,2.59,1003.2,355.428,-13.66,137.98,807.7,0.7192763774056093
Tobii Glasses 2,1077,constricted,2,994,344,43065.132,-0.0476,0.2035,0.9779,29.96,-25.68,-29.31,2.57,0.0184,0.1794,0.9836,-33.08,-24.74,-29.05,2.65,1003.776,355.644,-13.87,135.93,796.28,0.7457304167350639
Tobii Glasses 2,1077,constricted,2,994,344,43075.123,-0.0522,0.1954,0.9793,29.96,-25.4,-29.51,2.54,0.0224,0.1869,0.9821,-32.96,-24.97,-29.0,2.59,1004.16,356.292,-13.91,133.84,786.84,0.7821553397914556
Tobii Glasses 2,1078,constricted,2,994,344,43085.119,-0.0475,0.2035,0.9779,29.96,-25.68,-29.31,2.57,0.0186,0.1785,0.9838,-33.08,-24.73,-29.06,2.65,1003.584,356.508,-13.6,133.75,787.23,0.7722837705709961
Tobii Glasses 2,1078,constricted,2,994,344,43095.141,-0.0517,0.1958,0.9793,29.96,-25.4,-29.51,2.54,0.023,0.1862,0.9822,-32.97,-24.96,-29.01,2.59,1003.392,356.508,-13.41,133.04,783.02,0.7664406939549117
Tobii Glasses 2,1078,constricted,2,994,344,43105.13,-0.0477,0.2038,0.9779,29.96,-25.68,-29.31,2.56,0.0188,0.1783,0.9838,-33.08,-24.73,-29.06,2.65,1003.584,356.724,-13.48,132.31,779.55,0.780603084337942
Tobii Glasses 2,1078,constricted,2,994,344,43115.122,-0.0516,0.1965,0.9791,29.96,-25.4,-29.51,2.54,0.0224,0.1848,0.9825,-32.97,-24.95,-29.03,2.6,1003.776,356.94,-13.62,132.8,783.5,0.794767959594273
Tobii Glasses 2,1079,constricted,2,993,344,43125.113,-0.0471,0.2035,0.9779,29.96,-25.68,-29.31,2.56,0.0183,0.1775,0.984,-33.08,-24.72,-29.07,2.65,1003.584,357.156,-13.52,132.9,784.82,0.8279853093724068
Tobii Glasses 2,1079,constricted,2,993,344,43135.11,-0.0514,0.1957,0.9793,29.96,-25.4,-29.51,2.53,0.0226,0.1846,0.9826,-32.97,-24.95,-29.03,2.59,1003.584,357.48,-13.52,132.81,785.58,0.8402568867435274
Tobii Glasses 2,1079,constricted,2,993,344,43145.095,-0.0468,0.2032,0.978,29.96,-25.68,-29.31,2.55,0.0185,0.1773,0.984,-33.08,-24.72,-29.07,2.64,1003.392,357.48,-13.38,133.16,787.38,0.834323095711311
Tobii Glasses 2,1079,constricted,2,993,344,43155.09,-0.0504,0.1961,0.9793,29.96,-25.4,-29.52,2.53,0.0227,0.1843,0.9826,-32.97,-24.95,-29.03,2.59,1002.816,357.156,-13.15,134.45,793.99,0.8043042853839054
Tobii Glasses 2,1080,constricted,2,993,344,43165.082,-0.045,0.2034,0.9781,29.96,-25.68,-29.31,2.55,0.0186,0.1773,0.984,-33.08,-24.72,-29.07,2.64,1002.048,356.832,-12.74,135.98,801.6,0.7688815024886281
Tobii Glasses 2,1080,constricted,2,993,344,43175.073,-0.0498,0.1955,0.9794,29.96,-25.4,-29.52,2.52,0.0231,0.1855,0.9824,-32.96,-24.96,-29.01,2.59,1002.24,356.508,-12.82,136.25,801.78,0.7618379983956016
Tobii Glasses 2,1080,constricted,2,993,344,43185.063,-0.0459,0.2038,0.9779,29.96,-25.68,-29.32,2.54,0.0185,0.1778,0.9839,-33.08,-24.73,-29.07,2.64,1002.816,356.4,-13.12,135.19,795.37,0.7753082150631206
Tobii Glasses 2,1080,constricted,2,993,344,43195.054,-0.0505,0.1955,0.9794,29.96,-25.4,-29.52,2.52,0.0227,0.1859,0.9823,-32.96,-24.96,-29.01,2.58,1002.816,356.4,-13.24,135.86,798.91,0.7753082150631206
Tobii Glasses 2,1081,constricted,2,994,345,43205.049,-0.0455,0.2035,0.978,29.96,-25.68,-29.32,2.54,0.0181,0.1779,0.9839,-33.08,-24.73,-29.06,2.63,1002.624,356.184,-13.24,137.23,806.42,0.6922582221807498
Tobii Glasses 2,1081,constricted,2,994,345,43215.042,-0.0502,0.1954,0.9794,29.96,-25.4,-29.52,2.51,0.0229,0.1857,0.9823,-32.96,-24.96,-29.01,2.58,1002.624,356.508,-13.08,135.82,799.46,0.7047328153666284
Tobii Glasses 2,1081,constricted,2,994,345,43225.057,-0.0461,0.2036,0.978,29.96,-25.68,-29.32,2.54,0.0186,0.1769,0.984,-33.08,-24.73,-29.07,2.63,1002.816,357.48,-13.0,132.8,785.41,0.7484535887535103
Tobii Glasses 2,1081,constricted,2,994,345,43235.052,-0.0503,0.1965,0.9792,29.96,-25.4,-29.52,2.51,0.022,0.186,0.9823,-32.97,-24.96,-29.01,2.58,1003.2,355.428,-13.56,137.56,805.34,0.6824838548358018
Tobii Glasses 2,1082,constricted,2,994,344,43245.045,-0.0467,0.2032,0.978,29.96,-25.68,-29.32,2.54,0.0172,0.1822,0.9831,-33.08,-24.78,-28.99,2.63,1003.968,352.512,-14.73,146.15,842.77,0.64467831456127
Tobii Glasses 2,1082,constricted,2,994,344,43255.041,-0.0504,0.1966,0.9792,29.96,-25.39,-29.52,2.51,0.0198,0.1883,0.9819,-32.97,-24.97,-29.0,2.58,1004.544,352.836,-15.05,144.84,836.87,0.676733579197024
Tobii Glasses 2,1082,constricted,2,994,344,43265.026,-0.0476,0.203,0.978,29.96,-25.68,-29.32,2.54,0.0173,0.1824,0.9831,-33.08,-24.78,-28.98,2.63,1004.352,352.836,-14.97,144.47,834.44,0.6694187645624494
Tobii Glasses 2,1082,constricted,2,994,344,43275.016,-0.0503,0.1965,0.9792,29.96,-25.39,-29.52,2.51,0.0199,0.1886,0.9819,-32.97,-24.97,-28.99,2.58,1004.352,352.728,-15.0,145.18,838.2,0.666042169885712
Tobii Glasses 2,1083,constricted,2,994,344,43285.013,-0.0474,0.2023,0.9782,29.96,-25.67,-29.32,2.54,0.0165,0.1814,0.9833,-33.08,-24.78,-28.98,2.62,1004.736,353.592,-15.33,145.45,843.21,0.7078958187702694
Tobii Glasses 2,1083,constricted,2,994,344,43295.006,-0.0505,0.1965,0.9792,29.96,-25.39,-29.52,2.51,0.0188,0.1869,0.9822,-32.98,-24.96,-29.0,2.58,1005.12,353.7,-15.61,145.42,843.49,0.7257262508120729
Tobii Glasses 2,1083,constricted,2,994,344,43304.994,-0.0486,0.2023,0.9781,29.96,-25.67,-29.32,2.54,0.0164,0.1827,0.983,-33.08,-24.78,-28.99,2.63,1005.504,352.836,-15.87,145.64,841.14,0.7140672863043546
Tobii Glasses 2,1083,constricted,2,994,344,43314.985,-0.0511,0.1965,0.9792,29.97,-25.39,-29.52,2.51,0.0189,0.1889,0.9818,-32.97,-24.97,-28.99,2.58,1005.504,352.404,-15.83,145.96,841.5,0.7015369955083408
Tobii Glasses 2,1084,constricted,2,995,344,43324.976,-0.0488,0.2023,0.9781,29.96,-25.67,-29.31,2.53,0.0174,0.1838,0.9828,-33.08,-24.79,-28.98,2.63,1005.12,352.296,-15.42,145.12,835.96,0.6438121787403833
Tobii Glasses 2,1084,constricted,2,995,344,43334.974,-0.0511,0.1964,0.9792,29.97,-25.39,-29.52,2.51,0.0201,0.1905,0.9815,-32.97,-24.98,-28.96,2.57,1004.736,351.972,-15.1,144.37,830.24,0.619076499589753
Tobii Glasses 2,1084,constricted,2,995,344,43344.989,-0.05,0.2025,0.978,29.96,-25.67,-29.31,2.53,0.0183,0.1858,0.9824,-33.08,-24.79,-28.96,2.63,1005.312,351.324,-15.37,143.78,824.02,0.6228797242875327
Tobii Glasses 2,1084,constricted,2,995,344,43354.984,-0.0522,0.1965,0.9791,29.97,-25.39,-29.52,2.51,0.0207,0.1923,0.9811,-32.96,-25.0,-28.94,2.57,1005.12,351.216,-15.04,141.89,813.13,0.6120680340375714
Tobii Glasses 2,1085,constricted,2,995,344,43364.976,-0.05,0.2031,0.9779,29.96,-25.67,-29.32,2.53,0.0194,0.1855,0.9825,-33.08,-24.79,-28.97,2.63,1004.736,351.648,-14.62,140.3,805.76,0.6092790169830813
Tobii Glasses 2,1085,constricted,2,995,344,43374.968,-0.0523,0.1966,0.9791,29.97,-25.39,-29.52,2.5,0.0218,0.1921,0.9811,-32.97,-25.0,-28.94,2.56,1004.544,351.864,-14.44,139.11,799.47,0.608365360297107
Tobii Glasses 2,1085,constricted,2,995,344,43384.957,-0.0497,0.2036,0.9778,29.96,-25.67,-29.32,2.53,0.0202,0.1848,0.9826,-33.08,-24.77,-28.99,2.63,1003.968,352.188,-13.98,137.95,794.12,0.5969012595512732
Tobii Glasses 2,1086,constricted,2,995,344,43394.949,-0.0521,0.1968,0.9791,29.97,-25.39,-29.52,2.5,0.0222,0.1918,0.9812,-32.97,-24.99,-28.95,2.56,1004.16,351.972,-14.16,138.52,796.65,0.5971159178835825
Tobii Glasses 2,1086,constricted,2,995,344,43404.943,-0.0499,0.2043,0.9776,29.96,-25.67,-29.31,2.53,0.0197,0.1855,0.9824,-33.08,-24.8,-28.96,2.62,1004.544,351.216,-14.33,139.1,797.1,0.5889564691819398
Tobii Glasses 2,1086,constricted,2,995,344,43414.938,-0.0522,0.197,0.979,29.97,-25.39,-29.52,2.5,0.0217,0.193,0.981,-32.97,-25.0,-28.94,2.55,1004.544,350.892,-14.45,140.18,802.01,0.5796474941986878
Tobii Glasses 2,1086,constricted,2,995,344,43424.927,-0.0495,0.2048,0.9776,29.96,-25.67,-29.31,2.53,0.0189,0.186,0.9824,-33.08,-24.8,-28.95,2.62,1004.736,350.136,-14.71,142.14,810.24,0.5670875763918718
Tobii Glasses 2,1087,constricted,2,995,345,43434.917,-0.0524,0.197,0.979,29.96,-25.39,-29.52,2.5,0.0216,0.1932,0.9809,-32.97,-25.0,-28.94,2.55,1004.736,350.784,-14.58,140.16,801.43,0.5583026697991854
Tobii Glasses 2,1087,constricted,2,995,345,43444.907,-0.0483,0.2058,0.9774,29.96,-25.68,-29.3,2.53,0.0182,0.1833,0.9829,-33.08,-24.8,-28.96,2.59,1004.352,351.54,-14.36,139.74,801.91,0.5621212404920013
Tobii Glasses 2,1087,constricted,2,995,345,43454.904,-0.052,0.1968,0.9791,29.96,-25.4,-29.51,2.5,0.0217,0.1922,0.9811,-32.97,-25.0,-28.94,2.54,1004.352,351.432,-14.4,140.28,804.63,0.5591437064658706
Tobii Glasses 2,1087,constricted,2,995,345,43464.922,-0.0479,0.2068,0.9772,29.96,-25.69,-29.29,2.52,0.0177,0.1829,0.983,-33.08,-24.8,-28.96,2.59,1004.544,351.216,-14.37,139.73,800.8,0.5612614370397382
Tobii Glasses 2,1088,constricted,2,995,345,43474.916,-0.052,0.197,0.979,29.96,-25.4,-29.51,2.5,0.022,0.1924,0.9811,-32.97,-25.0,-28.95,2.53,1004.16,351.324,-14.23,139.72,800.86,0.5483161526536561
Tobii Glasses 2,1088,constricted,2,995,345,43484.908,-0.0477,0.2066,0.9773,29.96,-25.7,-29.28,2.52,0.0182,0.1829,0.983,-33.08,-24.8,-28.96,2.58,1004.16,351.324,-14.09,139.52,800.02,0.5483161526536561
Tobii Glasses 2,1088,constricted,2,995,345,43494.899,-0.0517,0.1961,0.9792,29.96,-25.4,-29.51,2.5,0.0225,0.1945,0.9806,-32.96,-25.01,-28.93,2.53,1003.776,350.46,-13.88,140.41,801.65,0.5094191517907397
Tobii Glasses 2,1088,constricted,2,995,345,43504.888,-0.0476,0.2067,0.9772,29.96,-25.7,-29.29,2.52,0.0186,0.1844,0.9827,-33.08,-24.8,-28.96,2.58,1003.776,350.136,-13.98,141.7,807.45,0.5013110358407366
Tobii Glasses 2,1089,constricted,2,995,345,43514.88,-0.0519,0.1961,0.9792,29.96,-25.4,-29.51,2.5,0.0224,0.1948,0.9806,-32.96,-25.01,-28.93,2.53,1003.968,350.46,-13.99,140.13,799.78,0.5175392243379792
Tobii Glasses 2,1089,constricted,2,995,345,43524.876,-0.048,0.2065,0.9773,29.96,-25.69,-29.29,2.51,0.0183,0.183,0.9829,-33.08,-24.8,-28.96,2.57,1004.16,351.432,-14.1,138.91,796.81,0.5513012810453439
Tobii Glasses 2,1089,constricted,2,995,345,43534.868,-0.0521,0.1957,0.9793,29.96,-25.4,-29.52,2.5,0.022,0.193,0.9809,-32.97,-25.0,-28.95,2.53,1004.352,351.756,-14.26,139.58,801.78,0.5681743724369778
Tobii Glasses 2,1089,constricted,2,995,345,43544.852,-0.048,0.2059,0.9774,29.96,-25.69,-29.3,2.51,0.0181,0.1827,0.983,-33.08,-24.8,-28.97,2.57,1004.352,351.864,-14.28,139.4,801.38,0.5712489420642392
Tobii Glasses 2,1090,constricted,2,995,345,43554.847,-0.0524,0.1952,0.9794,29.97,-25.39,-29.52,2.49,0.0222,0.1926,0.981,-32.97,-25.0,-28.95,2.53,1004.352,352.512,-14.23,138.13,796.53,0.5903369121136856
Tobii Glasses 2,1090,constricted,2,995,345,43564.84,-0.0486,0.2049,0.9776,29.96,-25.68,-29.32,2.51,0.0185,0.1821,0.9831,-33.08,-24.8,-28.97,2.57,1004.352,353.16,-14.23,137.35,794.54,0.6104484779774213
Tobii Glasses 2,1090,constricted,2,995,345,43574.837,-0.0528,0.195,0.9794,29.97,-25.39,-29.53,2.49,0.0221,0.1922,0.9811,-32.97,-25.0,-28.96,2.52,1004.736,352.944,-14.41,137.09,792.45,0.6183586299204024
Tobii Glasses 2,1090,constricted,2,995,345,43584.852,-0.0493,0.2056,0.9774,29.96,-25.68,-29.32,2.5,0.0182,0.1828,0.983,-33.08,-24.8,-28.97,2.57,1005.12,352.404,-14.6,137.15,790.52,0.6175247630170929
Tobii Glasses 2,1091,constricted,2,995,345,43594.842,-0.0531,0.1961,0.9791,29.96,-25.39,-29.53,2.49,0.0223,0.1923,0.9811,-32.97,-25.0,-28.95,2.52,1004.736,352.404,-14.34,136.52,786.94,0.6021979222214199
Tobii Glasses 2,1091,constricted,2,995,345,43604.838,-0.0484,0.2064,0.9773,29.96,-25.69,-29.31,2.5,0.0184,0.1822,0.9831,-33.08,-24.79,-28.97,2.57,1004.352,352.404,-14.07,136.37,786.18,0.5870817687353578
Tobii Glasses 2,1091,constricted,2,995,345,43614.831,-0.0523,0.196,0.9792,29.97,-25.39,-29.53,2.48,0.0225,0.1925,0.981,-32.97,-25.0,-28.96,2.52,1004.16,352.08,-14.01,137.87,793.56,0.5698951624328852
Tobii Glasses 2,1091,constricted,2,995,345,43624.821,-0.0475,0.2069,0.9772,29.96,-25.7,-29.29,2.49,0.0184,0.1825,0.983,-33.08,-24.79,-28.97,2.57,1003.776,351.648,-13.83,138.32,794.27,0.5420133019635871
Tobii Glasses 2,1092,constricted,2,995,345,43634.812,-0.0519,0.1958,0.9793,29.97,-25.4,-29.52,2.47,0.0228,0.1943,0.9807,-32.96,-25.01,-28.94,2.52,1003.776,351.108,-13.76,138.89,795.38,0.5266670613679146
Tobii Glasses 2,1092,constricted,2,995,345,43644.802,-0.0475,0.2072,0.9771,29.96,-25.7,-29.29,2.49,0.019,0.1836,0.9828,-33.07,-24.8,-28.97,2.57,1003.392,350.676,-13.54,139.02,794.56,0.49909934796014244
Tobii Glasses 2,1092,constricted,2,995,345,43654.798,-0.0514,0.1962,0.9792,29.97,-25.4,-29.52,2.47,0.0233,0.1955,0.9804,-32.96,-25.01,-28.94,2.52,1003.2,350.028,-13.35,139.88,796.66,0.4740925509371774
Tobii Glasses 2,1092,constricted,2,995,345,43664.785,-0.047,0.2077,0.9771,29.96,-25.7,-29.29,2.48,0.0194,0.1849,0.9826,-33.07,-24.79,-28.97,2.57,1003.008,349.38,-13.3,141.1,801.03,0.45010393091944195
Tobii Glasses 2,1092,constricted,2,995,345,43674.78,-0.0508,0.1958,0.9793,29.97,-25.4,-29.52,2.46,0.0239,0.1967,0.9802,-32.96,-25.01,-28.94,2.52,1002.432,349.488,-12.83,140.11,796.0,0.42792986375009995
Tobii Glasses 2,1093,constricted,2,994,345,43684.771,-0.0463,0.2079,0.977,29.96,-25.7,-29.29,2.48,0.0207,0.1845,0.9826,-33.07,-24.78,-28.98,2.57,1001.856,349.812,-12.31,138.86,790.29,0.4540598123525518
