eye_tracker,frame,trial_condition,segment,target_x,target_y,timestamp,gaze_dir_l_x,gaze_dir_l_y,gaze_dir_l_z,gaze_ori_l_x,gaze_ori_l_y,gaze_ori_l_z,pup_diam_l,gaze_dir_r_x,gaze_dir_r_y,gaze_dir_r_z,gaze_ori_r_x,gaze_ori_r_y,gaze_ori_r_z,pup_diam_r,gaze_pos_vid_x,gaze_pos_vid_y,gaze_pos_3d_x,gaze_pos_3d_y,gaze_pos_3d_z,gaze_target_angle
Tobii Glasses 2,2235,constricted,6,994,400,89368.358,-0.0447,0.1663,0.9851,30.03,-25.57,-29.42,2.53,0.0299,0.1418,0.9894,-33.01,-25.02,-29.11,2.54,994.752,405.108,-7.15,92.34,724.58,0.2546040067560242
Tobii Glasses 2,2236,constricted,6,994,400,89378.379,-0.0387,0.1717,0.9844,30.05,-25.92,-29.12,2.53,0.0244,0.1366,0.9903,-33.1,-24.79,-29.15,2.59,994.56,405.0,-7.04,92.79,727.3,0.2480190913415237
Tobii Glasses 2,2236,constricted,6,994,400,89388.376,-0.0449,0.1653,0.9852,30.03,-25.57,-29.42,2.54,0.0299,0.1428,0.9893,-33.01,-25.01,-29.11,2.55,994.752,404.784,-7.29,93.73,733.54,0.23882127787441657
Tobii Glasses 2,2236,constricted,6,994,400,89398.361,-0.038,0.1712,0.9845,30.05,-25.92,-29.12,2.55,0.0221,0.1365,0.9904,-33.1,-24.82,-29.09,2.61,995.328,404.46,-7.82,96.12,750.54,0.229814885487841
Tobii Glasses 2,2236,constricted,6,994,400,89408.355,-0.0442,0.1644,0.9854,30.03,-25.57,-29.41,2.55,0.0287,0.1436,0.9892,-33.01,-25.03,-29.08,2.56,994.944,403.704,-7.71,97.92,760.72,0.1886652253000491
Tobii Glasses 2,2237,constricted,6,993,400,89418.348,-0.0374,0.1718,0.9844,30.05,-25.92,-29.11,2.56,0.0224,0.1381,0.9902,-33.1,-24.82,-29.08,2.63,994.752,402.624,-7.57,99.04,763.7,0.15636087596401382
Tobii Glasses 2,2237,constricted,6,993,400,89428.34,-0.0434,0.1648,0.9854,30.03,-25.57,-29.4,2.56,0.0292,0.1456,0.9889,-33.01,-25.03,-29.08,2.58,994.176,401.76,-7.27,100.66,771.94,0.1048905072598309
Tobii Glasses 2,2237,constricted,6,993,400,89438.329,-0.0361,0.1718,0.9845,30.05,-25.93,-29.1,2.57,0.0235,0.1392,0.99,-33.1,-24.8,-29.12,2.63,993.408,401.328,-6.7,101.58,776.76,0.06858842581423419
Tobii Glasses 2,2237,constricted,6,993,400,89448.32,-0.0424,0.1647,0.9854,30.03,-25.58,-29.39,2.57,0.0298,0.1467,0.9887,-33.01,-25.02,-29.08,2.59,993.216,400.788,-6.67,102.7,782.41,0.040321754453909085
Tobii Glasses 2,2238,constricted,6,993,400,89458.316,-0.0358,0.1723,0.9844,30.05,-25.93,-29.09,2.59,0.0238,0.1395,0.9899,-33.1,-24.8,-29.11,2.63,993.024,400.896,-6.41,101.58,774.65,0.04412921123249264
Tobii Glasses 2,2238,constricted,6,993,400,89468.309,-0.042,0.1656,0.9853,30.02,-25.59,-29.38,2.58,0.0312,0.1465,0.9887,-33.01,-25.03,-29.08,2.59,992.256,400.896,-5.89,100.56,767.0,0.05738066548823922
Tobii Glasses 2,2238,constricted,6,993,400,89478.293,-0.0353,0.1727,0.9843,30.05,-25.94,-29.09,2.59,0.025,0.1396,0.9899,-33.1,-24.81,-29.11,2.65,991.872,401.004,-5.68,100.39,765.85,0.07452169044542241
Tobii Glasses 2,2238,constricted,6,993,400,89488.288,-0.0415,0.1663,0.9852,30.02,-25.59,-29.37,2.59,0.0314,0.1455,0.9889,-33.01,-25.03,-29.08,2.6,991.872,401.328,-5.58,99.41,760.36,0.08586310559476909
Tobii Glasses 2,2239,constricted,6,993,400,89498.279,-0.0357,0.173,0.9843,30.05,-25.94,-29.08,2.6,0.0265,0.1392,0.9899,-33.1,-24.8,-29.12,2.66,991.296,401.76,-5.16,97.47,747.51,0.12080843208363327
Tobii Glasses 2,2239,constricted,6,993,400,89508.276,-0.0414,0.1674,0.985,30.02,-25.6,-29.37,2.59,0.0331,0.1448,0.9889,-33.01,-25.02,-29.08,2.61,990.72,402.084,-4.73,95.8,736.55,0.15244211460055127
Tobii Glasses 2,2239,constricted,6,993,400,89518.293,-0.0352,0.1733,0.9842,30.05,-25.95,-29.07,2.6,0.028,0.1387,0.9899,-33.1,-24.8,-29.13,2.66,990.144,402.516,-4.32,94.91,731.72,0.18789450566970922
Tobii Glasses 2,2239,constricted,6,993,400,89528.283,-0.0408,0.1676,0.985,30.02,-25.6,-29.36,2.6,0.0341,0.1438,0.989,-33.01,-25.02,-29.08,2.61,989.952,403.164,-4.09,93.74,725.6,0.21670396659231964
Tobii Glasses 2,2240,constricted,6,992,400,89538.278,-0.0354,0.1733,0.9842,30.05,-25.95,-29.07,2.61,0.029,0.1378,0.99,-33.1,-24.79,-29.14,2.66,989.76,403.812,-3.92,91.99,715.45,0.21769717657071413
Tobii Glasses 2,2240,constricted,6,992,400,89548.271,-0.0408,0.1682,0.9849,30.02,-25.6,-29.36,2.61,0.0355,0.142,0.9892,-33.01,-25.02,-29.09,2.62,989.184,405.0,-3.46,89.31,700.17,0.2825664196739752
Tobii Glasses 2,2240,constricted,6,992,400,89558.26,-0.0352,0.1732,0.9843,30.05,-25.95,-29.07,2.61,0.0306,0.1366,0.9902,-33.1,-24.79,-29.14,2.67,988.8,405.54,-3.23,88.52,696.76,0.315080246027119
Tobii Glasses 2,2240,constricted,6,992,400,89568.251,-0.0407,0.1677,0.985,30.02,-25.6,-29.36,2.62,0.036,0.1413,0.9893,-33.01,-25.02,-29.08,2.62,988.8,405.864,-3.21,88.26,696.35,0.32896394407948826
Tobii Glasses 2,2241,constricted,6,992,400,89578.243,-0.0353,0.1734,0.9842,30.05,-25.96,-29.06,2.62,0.0309,0.1365,0.9902,-33.1,-24.79,-29.14,2.68,988.608,405.756,-3.16,87.85,692.18,0.3290631010729926
Tobii Glasses 2,2241,constricted,6,992,400,89588.239,-0.0409,0.1692,0.9847,30.02,-25.61,-29.35,2.62,0.0366,0.1418,0.9892,-33.0,-25.02,-29.08,2.63,988.608,405.324,-3.08,87.07,684.24,0.31097145465288906
Tobii Glasses 2,2241,constricted,6,992,400,89598.225,-0.0359,0.1746,0.984,30.05,-25.96,-29.06,2.63,0.031,0.1373,0.9901,-33.1,-24.79,-29.13,2.68,988.992,404.892,-3.32,87.21,683.41,0.28284435467273344
Tobii Glasses 2,2241,constricted,6,992,400,89608.22,-0.0411,0.1703,0.9845,30.02,-25.61,-29.35,2.63,0.0358,0.1422,0.9892,-33.0,-25.02,-29.08,2.63,989.184,404.352,-3.44,87.79,685.26,0.2553218317048652
Tobii Glasses 2,2242,constricted,6,992,400,89618.211,-0.0364,0.1746,0.984,30.05,-25.96,-29.06,2.64,0.0312,0.1376,0.99,-33.1,-24.8,-29.13,2.69,989.184,404.784,-3.41,87.21,682.59,0.27337144470330704
Tobii Glasses 2,2242,constricted,6,992,400,89628.233,-0.0418,0.1695,0.9846,30.02,-25.6,-29.36,2.64,0.0367,0.1419,0.9892,-33.0,-25.02,-29.08,2.63,989.184,405.54,-3.36,85.94,676.12,0.30596855559604835
Tobii Glasses 2,2242,constricted,6,992,400,89638.223,-0.0367,0.1743,0.984,30.05,-25.96,-29.06,2.64,0.0311,0.1372,0.9901,-33.1,-24.8,-29.13,2.69,989.376,405.324,-3.56,86.65,680.79,0.29220028386685226
Tobii Glasses 2,2242,constricted,6,992,400,89648.214,-0.0426,0.1683,0.9848,30.03,-25.6,-29.38,2.64,0.0357,0.1433,0.989,-33.0,-25.02,-29.08,2.64,990.144,404.568,-4.01,88.5,691.76,0.24263866698568962
Tobii Glasses 2,2243,constricted,6,992,400,89658.21,-0.0371,0.174,0.984,30.06,-25.96,-29.07,2.65,0.0296,0.1382,0.99,-33.1,-24.8,-29.13,2.7,990.528,403.92,-4.29,89.74,698.5,0.2060223733661331
Tobii Glasses 2,2243,constricted,6,992,400,89668.202,-0.0424,0.1686,0.9848,30.04,-25.59,-29.4,2.65,0.0348,0.1439,0.989,-33.0,-25.02,-29.09,2.64,990.528,403.38,-4.3,90.58,702.61,0.1813998068407398
Tobii Glasses 2,2243,constricted,6,992,400,89678.188,-0.0364,0.174,0.9841,30.06,-25.97,-29.07,2.65,0.0287,0.1382,0.99,-33.1,-24.8,-29.13,2.7,990.528,403.488,-4.42,91.42,709.32,0.1862803709415073
Tobii Glasses 2,2243,constricted,6,992,400,89688.182,-0.0426,0.1668,0.9851,30.05,-25.58,-29.42,2.65,0.0344,0.1445,0.9889,-33.0,-25.02,-29.08,2.65,990.72,403.488,-4.56,92.33,716.63,0.18279311347973592
Tobii Glasses 2,2244,constricted,6,993,400,89698.174,-0.0361,0.1732,0.9842,30.06,-25.97,-29.07,2.65,0.0276,0.1382,0.99,-33.1,-24.8,-29.13,2.71,990.912,403.272,-4.77,93.52,724.67,0.1911189401604398
Tobii Glasses 2,2244,constricted,6,993,400,89708.171,-0.0431,0.1655,0.9853,30.06,-25.57,-29.44,2.66,0.0335,0.145,0.9889,-33.0,-25.02,-29.08,2.66,991.488,403.38,-5.19,94.12,729.88,0.18218277907382507
Tobii Glasses 2,2244,constricted,6,993,400,89718.157,-0.0364,0.1734,0.9842,30.07,-25.97,-29.07,2.66,0.0264,0.1386,0.99,-33.1,-24.79,-29.13,2.72,991.872,402.516,-5.34,95.02,732.64,0.13564517926063874
Tobii Glasses 2,2245,constricted,6,993,400,89728.146,-0.0437,0.1658,0.9852,30.06,-25.57,-29.44,2.67,0.0328,0.1459,0.9888,-33.0,-25.02,-29.08,2.67,992.448,402.516,-5.71,95.14,733.54,0.12669807569618266
Tobii Glasses 2,2245,constricted,6,993,400,89738.143,-0.0359,0.1743,0.984,30.06,-25.97,-29.08,2.66,0.024,0.1368,0.9903,-33.1,-24.83,-29.05,2.69,993.024,403.704,-6.04,92.75,720.62,0.1824094558629877
Tobii Glasses 2,2245,constricted,6,993,400,89748.165,-0.0444,0.1647,0.9853,30.05,-25.57,-29.44,2.67,0.0306,0.1437,0.9892,-33.01,-25.04,-29.05,2.66,993.984,404.352,-6.87,94.9,740.41,0.2201802415225764
Tobii Glasses 2,2245,constricted,6,993,400,89758.155,-0.0432,0.1683,0.9848,30.04,-25.8,-29.32,2.69,0.0249,0.1378,0.9902,-33.1,-24.83,-29.05,2.7,996.864,406.08,-8.63,92.97,734.06,0.35704989291357847
Tobii Glasses 2,2246,constricted,6,993,400,89768.146,-0.0488,0.1666,0.9848,30.0,-25.57,-29.42,2.66,0.0296,0.1433,0.9892,-33.0,-25.04,-29.04,2.66,997.44,405.216,-8.61,89.11,699.62,0.3400266638030702
Tobii Glasses 2,2251,constricted,6,993,401,89978.032,-0.0415,0.1756,0.9836,30.03,-25.93,-29.13,2.68,0.0248,0.1391,0.99,-33.1,-24.83,-29.04,2.73,996.096,402.624,-7.68,89.94,693.92,0.17406365905457166
Tobii Glasses 2,2251,constricted,6,993,401,89988.028,-0.0469,0.172,0.984,30.0,-25.62,-29.34,2.68,0.0304,0.1446,0.989,-33.0,-25.04,-29.04,2.68,995.904,401.868,-7.47,89.23,684.74,0.15095713402957972
Tobii Glasses 2,2251,constricted,6,993,401,89998.014,-0.0409,0.1766,0.9834,30.03,-25.94,-29.1,2.69,0.0248,0.1394,0.9899,-33.1,-24.84,-29.04,2.76,995.712,402.084,-7.44,89.85,690.31,0.14545425877287443
Tobii Glasses 2,2252,constricted,6,993,401,90008.009,-0.0466,0.1679,0.9847,30.02,-25.59,-29.39,2.69,0.0304,0.1445,0.989,-33.0,-25.05,-29.03,2.7,995.712,403.164,-7.58,91.84,710.84,0.17253870713501737
Tobii Glasses 2,2252,constricted,6,993,401,90017.999,-0.0406,0.1743,0.9839,30.04,-25.92,-29.13,2.7,0.0244,0.1389,0.99,-33.1,-24.84,-29.03,2.77,995.712,402.732,-7.61,92.24,712.16,0.16014132081861648
Tobii Glasses 2,2252,constricted,6,993,401,90027.993,-0.0459,0.1709,0.9842,30.0,-25.62,-29.33,2.69,0.0296,0.1446,0.989,-33.0,-25.05,-29.03,2.71,995.712,401.544,-7.55,91.98,704.58,0.13774146951368585
Tobii Glasses 2,2252,constricted,6,993,401,90037.982,-0.0404,0.1757,0.9836,30.03,-25.93,-29.11,2.71,0.0241,0.1399,0.9899,-33.1,-24.84,-29.03,2.79,995.712,401.328,-7.65,92.95,710.79,0.13599611801845043
Tobii Glasses 2,2252,constricted,6,993,401,90047.973,-0.0455,0.1703,0.9843,29.99,-25.63,-29.32,2.71,0.0294,0.1452,0.989,-32.99,-25.05,-29.02,2.74,995.52,401.004,-7.61,93.87,716.49,0.1253657057658938
Tobii Glasses 2,2253,constricted,6,992,401,90057.969,-0.0387,0.1763,0.9836,30.03,-25.96,-29.06,2.72,0.0235,0.1403,0.9898,-33.1,-24.85,-29.03,2.82,995.136,400.248,-7.36,95.26,722.93,0.1600846324433715
Tobii Glasses 2,2253,constricted,6,992,401,90067.961,-0.0443,0.1707,0.9843,29.99,-25.64,-29.29,2.72,0.0295,0.1462,0.9888,-32.99,-25.06,-29.02,2.76,994.752,399.708,-7.2,96.3,728.23,0.15054317861971267
Tobii Glasses 2,2253,constricted,6,992,401,90077.946,-0.0375,0.176,0.9837,30.03,-25.97,-29.04,2.72,0.0234,0.1406,0.9898,-33.09,-24.84,-29.04,2.83,994.368,399.6,-7.02,97.49,736.68,0.13605522585883797
Tobii Glasses 2,2253,constricted,6,992,401,90087.941,-0.0433,0.1699,0.9845,29.99,-25.65,-29.27,2.73,0.0297,0.1469,0.9887,-32.99,-25.06,-29.02,2.77,993.984,398.952,-6.86,99.06,745.68,0.1405721891936581
Tobii Glasses 2,2254,constricted,6,992,400,90097.932,-0.0373,0.1754,0.9838,30.03,-25.97,-29.03,2.73,0.0236,0.1409,0.9897,-33.09,-24.84,-29.05,2.84,994.176,399.276,-6.93,99.1,747.66,0.11371485686116069
Tobii Glasses 2,2254,constricted,6,992,400,90107.928,-0.0436,0.1687,0.9847,30.0,-25.64,-29.29,2.74,0.0296,0.1466,0.9888,-32.99,-25.05,-29.02,2.78,994.176,399.708,-7.03,99.11,749.89,0.10909371762635577
Tobii Glasses 2,2254,constricted,6,992,400,90117.946,-0.0377,0.1745,0.9839,30.03,-25.97,-29.04,2.74,0.0239,0.1413,0.9897,-33.09,-24.83,-29.07,2.85,994.176,399.276,-7.01,100.17,755.69,0.11371485686116069
Tobii Glasses 2,2254,constricted,6,992,400,90127.936,-0.0428,0.169,0.9847,29.99,-25.65,-29.27,2.75,0.0291,0.1466,0.9888,-32.98,-25.05,-29.02,2.79,993.984,399.168,-6.99,100.59,758.29,0.10657937542630747
Tobii Glasses 2,2255,constricted,6,993,400,90137.931,-0.0374,0.1746,0.9839,30.03,-25.98,-29.03,2.74,0.0243,0.1413,0.9897,-33.1,-24.83,-29.08,2.86,993.792,399.276,-6.75,100.14,755.35,0.05292877845232626
Tobii Glasses 2,2255,constricted,6,993,400,90147.924,-0.0425,0.1696,0.9846,29.99,-25.66,-29.26,2.75,0.0299,0.1467,0.9887,-32.98,-25.05,-29.02,2.79,993.408,399.168,-6.5,99.66,751.07,0.04556847535040952
Tobii Glasses 2,2255,constricted,6,993,400,90157.913,-0.0375,0.1748,0.9839,30.03,-25.98,-29.02,2.75,0.0252,0.1417,0.9896,-33.1,-24.82,-29.09,2.87,993.216,399.06,-6.39,99.4,748.93,0.04741542124212753
Tobii Glasses 2,2255,constricted,6,993,400,90167.904,-0.0425,0.1694,0.9846,29.98,-25.66,-29.26,2.75,0.0304,0.1469,0.9887,-32.98,-25.05,-29.03,2.8,993.024,399.168,-6.3,99.43,749.43,0.040953269861698574
Tobii Glasses 2,2256,constricted,6,993,400,90177.895,-0.0375,0.175,0.9839,30.03,-25.98,-29.02,2.75,0.0256,0.1418,0.9896,-33.1,-24.82,-29.09,2.87,993.024,399.06,-6.21,99.04,746.08,0.04626544732056752
Tobii Glasses 2,2256,constricted,6,993,400,90187.892,-0.0424,0.1701,0.9845,29.98,-25.66,-29.25,2.76,0.0304,0.1467,0.9887,-32.98,-25.05,-29.03,2.81,993.024,399.06,-6.2,98.75,743.94,0.04626544732056752
Tobii Glasses 2,2256,constricted,6,993,400,90197.878,-0.0371,0.1756,0.9838,30.03,-25.98,-29.01,2.75,0.0257,0.1419,0.9895,-33.09,-24.82,-29.09,2.87,992.64,398.844,-5.98,98.74,742.52,0.05975916729333283
Tobii Glasses 2,2256,constricted,6,993,400,90207.873,-0.0423,0.1703,0.9845,29.98,-25.66,-29.25,2.76,0.031,0.1472,0.9886,-32.98,-25.05,-29.02,2.81,992.64,398.736,-5.93,98.66,741.68,0.06484826885610061
Tobii Glasses 2,2257,constricted,6,993,400,90217.897,-0.0369,0.1757,0.9837,30.03,-25.98,-29.02,2.75,0.0254,0.1413,0.9896,-33.09,-24.82,-29.09,2.87,992.832,399.168,-6.01,98.06,739.3,0.04184640767033675
Tobii Glasses 2,2257,constricted,6,993,400,90227.887,-0.0425,0.1705,0.9844,29.98,-25.66,-29.25,2.75,0.0311,0.1467,0.9887,-32.98,-25.05,-29.03,2.8,992.64,399.168,-5.91,97.51,735.17,0.04480503368869359
Tobii Glasses 2,2257,constricted,6,993,400,90237.876,-0.037,0.1762,0.9837,30.03,-25.98,-29.02,2.75,0.0256,0.1416,0.9896,-33.09,-24.82,-29.09,2.88,992.832,398.844,-5.97,97.8,735.81,0.05755553329463287
Tobii Glasses 2,2257,constricted,6,993,400,90247.867,-0.0426,0.1708,0.9844,29.98,-25.66,-29.26,2.76,0.0305,0.1467,0.9887,-32.98,-25.05,-29.03,2.81,993.216,398.952,-6.22,97.91,736.93,0.052604940701646126
Tobii Glasses 2,2258,constricted,6,993,400,90257.863,-0.0372,0.1762,0.9837,30.02,-25.98,-29.02,2.75,0.0242,0.1409,0.9897,-33.09,-24.82,-29.09,2.87,993.6,399.276,-6.57,97.58,736.17,0.04631500274513212
Tobii Glasses 2,2258,constricted,6,993,400,90267.856,-0.043,0.171,0.9843,29.98,-25.66,-29.26,2.76,0.0296,0.1458,0.9889,-32.98,-25.05,-29.03,2.8,993.984,399.492,-6.69,97.16,733.95,0.054802370453229055
Tobii Glasses 2,2258,constricted,6,993,400,90277.84,-0.0375,0.1763,0.9836,30.02,-25.98,-29.02,2.75,0.0236,0.1408,0.9898,-33.09,-24.82,-29.09,2.87,994.176,399.384,-6.93,97.37,734.92,0.06569169461899023
Tobii Glasses 2,2258,constricted,6,993,400,90287.836,-0.0441,0.1707,0.9843,29.98,-25.66,-29.26,2.75,0.029,0.1463,0.9888,-32.98,-25.05,-29.03,2.8,994.944,399.276,-7.34,97.51,735.53,0.1028074922690352
Tobii Glasses 2,2259,constricted,6,993,400,90297.827,-0.0381,0.1763,0.9836,30.03,-25.98,-29.02,2.75,0.0223,0.1403,0.9899,-33.09,-24.82,-29.1,2.86,995.52,399.708,-7.67,97.04,734.08,0.12606220292957898
Tobii Glasses 2,2259,constricted,6,993,400,90307.823,-0.0447,0.1706,0.9843,29.98,-25.65,-29.26,2.75,0.0286,0.1461,0.9889,-32.98,-25.05,-29.03,2.8,995.52,399.6,-7.74,97.06,733.62,0.12673895461855322
Tobii Glasses 2,2259,constricted,6,993,400,90317.81,-0.0387,0.1763,0.9836,30.02,-25.98,-29.02,2.74,0.023,0.1411,0.9897,-33.09,-24.81,-29.1,2.86,995.328,399.276,-7.59,97.27,733.53,0.12090241922849274
Tobii Glasses 2,2259,constricted,6,993,400,90327.8,-0.0449,0.1703,0.9844,29.98,-25.65,-29.26,2.75,0.0288,0.1467,0.9888,-32.98,-25.05,-29.03,2.79,995.52,399.384,-7.77,97.43,735.26,0.12874145678411453
Tobii Glasses 2,2260,constricted,6,992,400,90337.796,-0.0393,0.1763,0.9836,30.02,-25.98,-29.02,2.74,0.0224,0.1408,0.9898,-33.09,-24.81,-29.1,2.85,996.096,399.492,-8.03,96.78,731.11,0.2050841679316147
Tobii Glasses 2,2260,constricted,6,992,400,90347.817,-0.0457,0.171,0.9842,29.98,-25.65,-29.26,2.74,0.029,0.147,0.9887,-32.98,-25.04,-29.04,2.79,995.904,399.06,-7.93,96.19,724.68,0.19928950326327413
Tobii Glasses 2,2260,constricted,6,992,400,90357.808,-0.0399,0.1768,0.9834,30.03,-25.98,-29.01,2.73,0.0233,0.1416,0.9896,-33.09,-24.81,-29.1,2.85,995.904,398.952,-7.86,96.17,724.08,0.2005508377284305
Tobii Glasses 2,2260,constricted,6,992,400,90367.799,-0.0463,0.1695,0.9844,29.99,-25.64,-29.29,2.74,0.0295,0.1477,0.9886,-32.98,-25.04,-29.04,2.78,995.904,399.492,-7.97,96.53,728.91,0.19561069034153442
Tobii Glasses 2,2261,constricted,6,992,400,90377.79,-0.04,0.1763,0.9835,30.03,-25.98,-29.03,2.73,0.0235,0.1412,0.9897,-33.09,-24.81,-29.11,2.84,995.904,399.6,-7.87,95.76,723.63,0.19504235073424736
Tobii Glasses 2,2261,constricted,6,992,400,90387.787,-0.0458,0.1712,0.9842,29.99,-25.65,-29.27,2.73,0.03,0.1471,0.9887,-32.98,-25.04,-29.04,2.77,995.52,399.384,-7.49,94.82,715.55,0.17747832486661075
Tobii Glasses 2,2261,constricted,6,992,400,90397.772,-0.0404,0.1773,0.9833,30.02,-25.98,-29.01,2.72,0.0249,0.1418,0.9896,-33.09,-24.81,-29.11,2.84,995.328,399.276,-7.33,93.9,708.5,0.16907880943178707
Tobii Glasses 2,2261,constricted,6,992,400,90407.767,-0.0461,0.1723,0.984,29.99,-25.65,-29.27,2.72,0.0306,0.1473,0.9886,-32.98,-25.04,-29.04,2.76,995.328,399.168,-7.26,93.22,702.85,0.1702395633039017
Tobii Glasses 2,2262,constricted,6,992,400,90417.759,-0.0402,0.1772,0.9833,30.02,-25.99,-29.01,2.72,0.025,0.1416,0.9896,-33.09,-24.81,-29.11,2.84,995.136,399.492,-7.2,93.64,707.44,0.15780524853469968
Tobii Glasses 2,2262,constricted,6,992,400,90427.751,-0.0464,0.1697,0.9844,30.0,-25.62,-29.32,2.72,0.0314,0.1479,0.9885,-32.98,-25.04,-29.04,2.76,994.944,399.924,-7.13,93.88,711.23,0.14646741486174328
Tobii Glasses 2,2262,constricted,6,992,400,90437.74,-0.0409,0.1756,0.9836,30.03,-25.97,-29.03,2.72,0.0311,0.1424,0.9893,-33.09,-24.81,-29.11,2.84,995.136,400.14,-7.28,94.2,714.71,0.156199471596514
Tobii Glasses 2,2262,constricted,6,992,400,90447.731,-0.0469,0.168,0.9847,30.02,-25.61,-29.35,2.73,0.0263,0.1467,0.9888,-32.99,-25.04,-29.04,2.76,995.328,400.572,-7.48,94.45,718.79,0.1681278234289334
Tobii Glasses 2,2263,constricted,6,992,400,90477.735,-0.0409,0.1745,0.9838,30.03,-25.96,-29.05,2.72,0.0257,0.1415,0.9896,-33.09,-24.81,-29.11,2.83,995.136,400.464,-7.33,95.19,723.93,0.15782564492325693
Tobii Glasses 2,2264,constricted,6,992,400,90487.73,-0.0463,0.1675,0.9848,30.02,-25.6,-29.36,2.72,0.0306,0.1481,0.9885,-32.99,-25.04,-29.04,2.76,995.328,400.356,-7.58,96.24,731.04,0.16659948394660912
Tobii Glasses 2,2264,constricted,6,992,400,90497.721,-0.041,0.1737,0.9839,30.04,-25.96,-29.05,2.72,0.0253,0.142,0.9895,-33.09,-24.81,-29.11,2.84,995.328,400.032,-7.61,97.21,737.06,0.16556533639762777
Tobii Glasses 2,2264,constricted,6,992,400,90507.718,-0.0462,0.1656,0.9851,30.03,-25.59,-29.39,2.73,0.03,0.1484,0.9885,-32.99,-25.04,-29.04,2.76,995.52,400.572,-7.9,98.32,747.76,0.1775502699749166
Tobii Glasses 2,2264,constricted,6,992,400,90517.703,-0.0406,0.1721,0.9842,30.04,-25.96,-29.06,2.72,0.024,0.1407,0.9898,-33.09,-24.81,-29.11,2.83,995.904,401.112,-8.14,98.55,752.77,0.20215256625305267
Tobii Glasses 2,2265,constricted,6,992,400,90527.694,-0.0466,0.1634,0.9855,30.04,-25.57,-29.42,2.73,0.0296,0.1481,0.9885,-32.99,-25.04,-29.04,2.75,995.904,401.76,-8.24,98.65,756.32,0.2132326290316479
Tobii Glasses 2,2265,constricted,6,992,400,90537.69,-0.0412,0.1713,0.9844,30.04,-25.95,-29.08,2.72,0.0237,0.1405,0.9898,-33.09,-24.81,-29.11,2.83,996.288,401.652,-8.46,98.75,756.46,0.2288373481068963
Tobii Glasses 2,2265,constricted,6,992,400,90547.682,-0.0469,0.1635,0.9854,30.04,-25.57,-29.43,2.73,0.0289,0.1481,0.9886,-32.99,-25.04,-29.05,2.75,996.48,401.544,-8.66,99.1,758.8,0.23598552597542488
Tobii Glasses 2,2265,constricted,6,992,400,90557.671,-0.0417,0.1724,0.9841,30.04,-25.95,-29.08,2.72,0.0239,0.1413,0.9897,-33.09,-24.8,-29.11,2.83,996.48,400.896,-8.52,98.14,748.1,0.22748788196007
Tobii Glasses 2,2266,constricted,6,992,401,90567.663,-0.0468,0.1702,0.9843,30.0,-25.62,-29.33,2.71,0.0293,0.1474,0.9886,-32.99,-25.04,-29.05,2.75,996.48,399.492,-8.18,95.3,720.07,0.23437201282992856
Tobii Glasses 2,2266,constricted,6,992,401,90577.684,-0.0416,0.1766,0.9834,30.03,-25.97,-29.04,2.72,0.0242,0.1423,0.9895,-33.09,-24.8,-29.12,2.83,996.48,398.952,-8.13,95.34,717.71,0.2439069760700165
Tobii Glasses 2,2266,constricted,6,992,401,90587.681,-0.0466,0.1718,0.984,30.0,-25.62,-29.32,2.7,0.0291,0.1473,0.9887,-32.99,-25.04,-29.05,2.75,996.48,398.952,-8.11,94.82,713.64,0.2439069760700165
Tobii Glasses 2,2266,constricted,6,992,401,90597.666,-0.0416,0.1773,0.9833,30.03,-25.97,-29.05,2.71,0.0238,0.1416,0.9896,-33.09,-24.8,-29.12,2.82,996.672,399.492,-8.15,93.49,706.13,0.24344691507214797
Tobii Glasses 2,2267,constricted,6,992,401,90607.661,-0.0471,0.1726,0.9839,29.99,-25.62,-29.32,2.7,0.0292,0.1468,0.9887,-32.99,-25.04,-29.05,2.74,996.672,399.276,-8.14,93.0,701.53,0.2468188345263279
Tobii Glasses 2,2267,constricted,6,992,401,90617.653,-0.0412,0.1776,0.9832,30.03,-25.97,-29.05,2.71,0.024,0.1425,0.9895,-33.09,-24.8,-29.12,2.82,996.288,398.412,-8.01,94.97,712.47,0.2476210347262713
Tobii Glasses 2,2267,constricted,6,992,401,90627.646,-0.0462,0.1722,0.984,29.99,-25.63,-29.32,2.7,0.0288,0.1473,0.9887,-32.99,-25.03,-29.05,2.75,996.48,398.52,-8.12,95.63,717.7,0.25328765661235875
Tobii Glasses 2,2267,constricted,6,992,401,90637.635,-0.0408,0.1772,0.9833,30.03,-25.97,-29.05,2.71,0.0232,0.1421,0.9896,-33.09,-24.8,-29.12,2.82,996.48,398.52,-8.25,96.0,720.64,0.25328765661235875
Tobii Glasses 2,2268,constricted,6,992,401,90647.625,-0.0456,0.1721,0.984,29.99,-25.63,-29.32,2.7,0.0284,0.1474,0.9887,-32.99,-25.03,-29.06,2.74,996.288,398.088,-8.11,97.07,726.53,0.256082436260961
Tobii Glasses 2,2268,constricted,6,992,401,90657.62,-0.0402,0.1771,0.9834,30.03,-25.97,-29.05,2.7,0.0229,0.1424,0.9895,-33.09,-24.8,-29.12,2.81,996.288,398.088,-8.23,97.59,730.27,0.256082436260961
